vid,name
雪立丁夏枯草颗粒,雪立丁夏枯草颗粒
海正药业注射用丁二磺酸腺苷,海正药业注射用丁二磺酸腺苷
国药威奇达阿莫西林克拉维酸,国药威奇达阿莫西林克拉维酸
济川药业蒲地蓝消炎口服液,济川药业蒲地蓝消炎口服液
皇象铁力蓝天枸橼酸喷托维林,皇象铁力蓝天枸橼酸喷托维林
湖南一格注射用七叶皂苷钠,湖南一格注射用七叶皂苷钠
湖北香连六味地黄丸,湖北香连六味地黄丸
黄河药业盐酸左氧氟沙星胶囊,黄河药业盐酸左氧氟沙星胶囊
恒健制药甲紫溶液,恒健制药甲紫溶液
蓝海洋生物消朦胶囊,蓝海洋生物消朦胶囊
河北兴隆希力克痤隐酮乳膏,河北兴隆希力克痤隐酮乳膏
福建力菲克药业万宝油,福建力菲克药业万宝油
适利达,适利达
白云山医罗红霉素分散片,白云山医罗红霉素分散片
扬州星斗尼群地平片,扬州星斗尼群地平片
山东润泽注射用头孢噻肟钠,山东润泽注射用头孢噻肟钠
辉南三和制药荡石片,辉南三和制药荡石片
双泉小儿七星茶颗粒,双泉小儿七星茶颗粒
湖南恒伟药业精制冠心片,湖南恒伟药业精制冠心片
吴中医药氟尿嘧啶注射液,吴中医药氟尿嘧啶注射液
时代阳光贞芪扶正颗粒,时代阳光贞芪扶正颗粒
荷兰欧加农重组促卵泡素β注,荷兰欧加农重组促卵泡素β注
白云山和黄中药板蓝根颗粒,白云山和黄中药板蓝根颗粒
杭州民生药业氧氟沙星滴眼液,杭州民生药业氧氟沙星滴眼液
山西仟源注射用甲硝唑磷酸二,山西仟源注射用甲硝唑磷酸二
汕头金石氧氟沙星片,汕头金石氧氟沙星片
苏州第壹注射用头孢噻肟钠,苏州第壹注射用头孢噻肟钠
金虹胜利马来酸噻吗洛尔滴眼,金虹胜利马来酸噻吗洛尔滴眼
仕象,仕象
泰利森喉舒宁胶囊,泰利森喉舒宁胶囊
东乐制药银杏叶片,东乐制药银杏叶片
太极桐君阁石淋通颗粒,太极桐君阁石淋通颗粒
繁江儿肤康搽剂,繁江儿肤康搽剂
古田药业三磷酸腺苷二钠注射,古田药业三磷酸腺苷二钠注射
万晟药业阿苯达唑片,万晟药业阿苯达唑片
通化茂祥司莫司汀胶囊,通化茂祥司莫司汀胶囊
新亚闵行丙硫氧嘧啶肠溶胶囊,新亚闵行丙硫氧嘧啶肠溶胶囊
心正药业利巴韦林片,心正药业利巴韦林片
浙江医药维生素A软胶囊,浙江医药维生素A软胶囊
山西正元盛邦白癜风丸,山西正元盛邦白癜风丸
健豪,健豪
白云山医药盐酸左氧氟沙星片,白云山医药盐酸左氧氟沙星片
怀化正好洁阴止痒洗液,怀化正好洁阴止痒洗液
福邦药业氟康唑胶囊,福邦药业氟康唑胶囊
哈药诺捷头孢羟氨苄甲氧苄啶,哈药诺捷头孢羟氨苄甲氧苄啶
宝乐安,宝乐安
江西银涛消炎灵胶囊,江西银涛消炎灵胶囊
多多药业吡拉西坦注射液,多多药业吡拉西坦注射液
河南济源济世明目地黄丸,河南济源济世明目地黄丸
云南维和黄藤素片,云南维和黄藤素片
常州制药去痛片,常州制药去痛片
广西灵峰药业金鸡胶囊,广西灵峰药业金鸡胶囊
江苏康缘环磷腺苷葡胺注射液,江苏康缘环磷腺苷葡胺注射液
山西吕梁固肾生发丸,山西吕梁固肾生发丸
湔江制药护肝片,湔江制药护肝片
诚信制药盐酸丁氯喘片,诚信制药盐酸丁氯喘片
成都天台山环磷腺苷葡胺注射,成都天台山环磷腺苷葡胺注射
江西药都樟树白带丸,江西药都樟树白带丸
喜运培坤丸,喜运培坤丸
安特胶体果胶铋胶囊,安特胶体果胶铋胶囊
西安仁仁阿娜尔妇洁液,西安仁仁阿娜尔妇洁液
齐鲁制药注射用异环磷酰胺,齐鲁制药注射用异环磷酰胺
华北制药小儿四维葡钙颗粒,华北制药小儿四维葡钙颗粒
海南全星紫杉醇注射液,海南全星紫杉醇注射液
遂成药业醋酸氟轻松乳膏,遂成药业醋酸氟轻松乳膏
江西中兴汉方利胆排石片,江西中兴汉方利胆排石片
广东一力消炎利胆片,广东一力消炎利胆片
诺舒维A酸乳膏,诺舒维A酸乳膏
合肥利民氯霉素滴眼液,合肥利民氯霉素滴眼液
兰州生物短棒状杆菌制剂,兰州生物短棒状杆菌制剂
莱恩药业葡醛酸钠注射液,莱恩药业葡醛酸钠注射液
吉林辉南三和胃痛丸,吉林辉南三和胃痛丸
圣元牛磺酸滴眼液,圣元牛磺酸滴眼液
福建南少林苦参碱氯化钠注射,福建南少林苦参碱氯化钠注射
重庆西南制药二厂磷酸氯喹片,重庆西南制药二厂磷酸氯喹片
吉春制药擦癣药水,吉春制药擦癣药水
芜湖康奇三磷酸腺苷二钠注射,芜湖康奇三磷酸腺苷二钠注射
双人药业金刚片,双人药业金刚片
山东孔圣堂保和丸,山东孔圣堂保和丸
江西德上制药小柴胡颗粒,江西德上制药小柴胡颗粒
旭东海普谷氨酸钠注射液,旭东海普谷氨酸钠注射液
珠海同源药业碳酸钙片,珠海同源药业碳酸钙片
星昊医药甲钴胺片,星昊医药甲钴胺片
南国药业复合维生素B片,南国药业复合维生素B片
海斯制药注射用硝普钠,海斯制药注射用硝普钠
远程制药抗妇炎胶囊,远程制药抗妇炎胶囊
天天乐药业蛇胆川贝液,天天乐药业蛇胆川贝液
博诚制药阿苯达唑片,博诚制药阿苯达唑片
三门峡乳酶生片,三门峡乳酶生片
信谊美雄酮片,信谊美雄酮片
北京益民氯氮平片,北京益民氯氮平片
康裕头孢氨苄胶囊,康裕头孢氨苄胶囊
广东宏远药业甘露聚糖肽片,广东宏远药业甘露聚糖肽片
舒丽启能,舒丽启能
华北制药注射用阿洛西林钠,华北制药注射用阿洛西林钠
飞龙药业金栀咽喉袋泡茶,飞龙药业金栀咽喉袋泡茶
善美乳癖清胶囊,善美乳癖清胶囊
晨牌药业盐酸胺碘酮片,晨牌药业盐酸胺碘酮片
三联药业注射用腺苷钴铵,三联药业注射用腺苷钴铵
宁波大红鹰尼莫地平片,宁波大红鹰尼莫地平片
山西同达氟氯西林钠胶囊,山西同达氟氯西林钠胶囊
远大国奥仙鹿口服液,远大国奥仙鹿口服液
远景康业颠茄片,远景康业颠茄片
长兴制药金菌灵胶囊,长兴制药金菌灵胶囊
安达芬,安达芬
新宇制药胃乐新胶囊,新宇制药胃乐新胶囊
黑龙江济仁冠脉康片,黑龙江济仁冠脉康片
悦康力欣注射用头孢哌酮钠舒,悦康力欣注射用头孢哌酮钠舒
东信药业阿奇霉素颗粒,东信药业阿奇霉素颗粒
尼为孚,尼为孚
陕西天洋补中益气丸,陕西天洋补中益气丸
慧宝源制药复方珍珠解毒口服,慧宝源制药复方珍珠解毒口服
天津力生制药苯妥英钠片,天津力生制药苯妥英钠片
湖北康源麝香壮骨膏,湖北康源麝香壮骨膏
湖北纽兰玉屏风口服液,湖北纽兰玉屏风口服液
晨牌药业丙硫氧嘧啶片,晨牌药业丙硫氧嘧啶片
克菲尔磷酸哌嗪宝塔糖,克菲尔磷酸哌嗪宝塔糖
广州康和复合维生素B片,广州康和复合维生素B片
南京同仁堂肾石通颗粒,南京同仁堂肾石通颗粒
葛泰地奥司明片,葛泰地奥司明片
抚松制药活力源片,抚松制药活力源片
四川大冢谷维素片,四川大冢谷维素片
大德鲜益母草胶囊,大德鲜益母草胶囊
注射用重组人白介素-2,注射用重组人白介素-2
隆中药业补中益气丸,隆中药业补中益气丸
黑龙江天宏增抗宁片,黑龙江天宏增抗宁片
天方药业肌醇烟酸酯片,天方药业肌醇烟酸酯片
临汾宝珠维生素C片,临汾宝珠维生素C片
浙江仙琚达那唑胶囊,浙江仙琚达那唑胶囊
天朗制药妥布霉素滴眼液,天朗制药妥布霉素滴眼液
叶开泰精制狗皮膏,叶开泰精制狗皮膏
东菱迪芙,东菱迪芙
东陵药业鬼臼毒素酊,东陵药业鬼臼毒素酊
仙特明,仙特明
启元国药三磷酸腺苷二钠注射,启元国药三磷酸腺苷二钠注射
徐州莱恩硫酸阿托品注射液,徐州莱恩硫酸阿托品注射液
广东怡康毛冬青片,广东怡康毛冬青片
江苏亚邦爱普森马洛替酯片,江苏亚邦爱普森马洛替酯片
济仁降脂宁颗粒,济仁降脂宁颗粒
央宗药业蒺藜药酒,央宗药业蒺藜药酒
北京曙光药业盐酸普罗帕酮片,北京曙光药业盐酸普罗帕酮片
虎泉药业葡萄糖酸锌片,虎泉药业葡萄糖酸锌片
瑞奥奥美拉唑肠溶片,瑞奥奥美拉唑肠溶片
百年六福堂马来酸氯苯那敏片,百年六福堂马来酸氯苯那敏片
天洋制药龙胆泻肝丸,天洋制药龙胆泻肝丸
信谊天平维生素C片,信谊天平维生素C片
百优解,百优解
力诺科峰盐酸地尔硫卓片,力诺科峰盐酸地尔硫卓片
科田药业环吡酮胺乳膏,科田药业环吡酮胺乳膏
白云山医阿莫西林颗粒,白云山医阿莫西林颗粒
埃美丁,埃美丁
西南药业葡萄糖注射液,西南药业葡萄糖注射液
华润紫竹枯草杆菌活菌胶囊,华润紫竹枯草杆菌活菌胶囊
欧意双氯芬酸钠肠溶片,欧意双氯芬酸钠肠溶片
孔府制药芩连片,孔府制药芩连片
石家庄御生堂大山楂丸,石家庄御生堂大山楂丸
山西仟源医药美辛唑酮栓,山西仟源医药美辛唑酮栓
上海皇象铁力蓝天诺氟沙星胶,上海皇象铁力蓝天诺氟沙星胶
益馨康麝香抗栓胶囊,益馨康麝香抗栓胶囊
雷允上六神丸,雷允上六神丸
国风阑尾消炎片,国风阑尾消炎片
天津亚宝药业千柏鼻炎片,天津亚宝药业千柏鼻炎片
奇林药业复方肝浸膏片,奇林药业复方肝浸膏片
长春长红双嘧达莫片,长春长红双嘧达莫片
吉林恒金抑眩宁胶囊,吉林恒金抑眩宁胶囊
广州东康诺氟沙星胶囊,广州东康诺氟沙星胶囊
青海晶珠六味壮骨颗粒,青海晶珠六味壮骨颗粒
湖北诺得胜和血胶囊,湖北诺得胜和血胶囊
华中药业甘露聚糖肽片,华中药业甘露聚糖肽片
21金维他,21金维他
浙江仙琚盐酸罗哌卡因注射液,浙江仙琚盐酸罗哌卡因注射液
国光生物盐酸二甲双胍片,国光生物盐酸二甲双胍片
嘉林羟基脲片,嘉林羟基脲片
烟台东诚大洋排石利胆颗粒,烟台东诚大洋排石利胆颗粒
舒普深,舒普深
氧氟沙星滴眼液,氧氟沙星滴眼液
临汾健民吡罗昔康片,临汾健民吡罗昔康片
山西广誉远十香丸,山西广誉远十香丸
湖南方盛克拉霉素胶囊,湖南方盛克拉霉素胶囊
长中制药安宫牛黄丸,长中制药安宫牛黄丸
华润双鹤药业盐酸可乐定片,华润双鹤药业盐酸可乐定片
安场鞣酸苦参碱胶囊,安场鞣酸苦参碱胶囊
太阳神荔城制药氟康唑片,太阳神荔城制药氟康唑片
正大丰海葡萄糖注射液,正大丰海葡萄糖注射液
天劲制药强骨生血口服液,天劲制药强骨生血口服液
开封制药呋塞米注射液,开封制药呋塞米注射液
通化兴华参茸强肾片,通化兴华参茸强肾片
北京中新药业甲巯咪唑片,北京中新药业甲巯咪唑片
吉林省正和药业集团乳宁片,吉林省正和药业集团乳宁片
辰欣克霉唑乳膏,辰欣克霉唑乳膏
湖北华源世纪紫杉醇注射液,湖北华源世纪紫杉醇注射液
山西亨瑞达维生素C片,山西亨瑞达维生素C片
科伦药业盐酸克林霉素胶囊,科伦药业盐酸克林霉素胶囊
以岭药业阿昔洛韦片,以岭药业阿昔洛韦片
山东新时代普济痔疮栓,山东新时代普济痔疮栓
震元石杉碱甲片,震元石杉碱甲片
罗邦药业五子衍宗片,罗邦药业五子衍宗片
铍宝克痒敏醑,铍宝克痒敏醑
康诺药业硫酸锌糖浆,康诺药业硫酸锌糖浆
吉林福康药业复方鱼腥草片,吉林福康药业复方鱼腥草片
石药集团注射用头孢哌酮钠舒,石药集团注射用头孢哌酮钠舒
三门峡莘原羚羊感冒片,三门峡莘原羚羊感冒片
金水宝制药金水宝胶囊,金水宝制药金水宝胶囊
东康药业氯霉素胶囊,东康药业氯霉素胶囊
中杰华法林钠片,中杰华法林钠片
吉林百年六福堂马来酸氯苯那,吉林百年六福堂马来酸氯苯那
格林生物硬脂酸红霉素片,格林生物硬脂酸红霉素片
盖瑞宁,盖瑞宁
广东三才三磷酸腺苷二钠注射,广东三才三磷酸腺苷二钠注射
山东威高维生素E软胶囊,山东威高维生素E软胶囊
广西玉兰痔疮片,广西玉兰痔疮片
湖北科田聚维酮碘乳膏,湖北科田聚维酮碘乳膏
杭州民生药业螺内酯片,杭州民生药业螺内酯片
江西赣南氨甲环酸片,江西赣南氨甲环酸片
大连药业孕康颗粒,大连药业孕康颗粒
西安大恒维生素E胶丸,西安大恒维生素E胶丸
天洋制药杞菊地黄丸,天洋制药杞菊地黄丸
中方制药强肝糖浆,中方制药强肝糖浆
乐敦莹,乐敦莹
步长神州制药康妇炎胶囊,步长神州制药康妇炎胶囊
北京益民药业苯磺酸氨氯地平,北京益民药业苯磺酸氨氯地平
星斗药业尼群地平片,星斗药业尼群地平片
湖北仁悦药业阿苯达唑片,湖北仁悦药业阿苯达唑片
北京凯因盐酸纳洛酮注射液,北京凯因盐酸纳洛酮注射液
扬州制药注射用乙酰谷酰胺,扬州制药注射用乙酰谷酰胺
丽珠克毒星阿昔洛韦片,丽珠克毒星阿昔洛韦片
辅仁双唑泰阴道泡腾片,辅仁双唑泰阴道泡腾片
珠海联邦硝酸咪康唑乳膏,珠海联邦硝酸咪康唑乳膏
药都仁和妇炎康复咀嚼片,药都仁和妇炎康复咀嚼片
通化兴华石淋通片,通化兴华石淋通片
梁介福斧标驱风油,梁介福斧标驱风油
江苏九旭注射用更昔洛韦,江苏九旭注射用更昔洛韦
南昌制药氧氟沙星片,南昌制药氧氟沙星片
国大生物注射用生长抑素,国大生物注射用生长抑素
三乐骨筋丸胶囊,三乐骨筋丸胶囊
日田药业复方鱼腥草片,日田药业复方鱼腥草片
辽宁康辰骨疏康颗粒,辽宁康辰骨疏康颗粒
湖北四环阿昔洛韦分散片,湖北四环阿昔洛韦分散片
安徽双鹤乳酸左氧氟沙星氯化,安徽双鹤乳酸左氧氟沙星氯化
天福康药业天王补心丸,天福康药业天王补心丸
乐亢,乐亢
古楼羟基脲片,古楼羟基脲片
力生泛酸钙片,力生泛酸钙片
中智药业关节止痛膏,中智药业关节止痛膏
雷氏藿胆滴丸,雷氏藿胆滴丸
松鹿制药乌龙养血胶囊,松鹿制药乌龙养血胶囊
华润双鹤药业复方氨基酸注射,华润双鹤药业复方氨基酸注射
欧爽,欧爽
克雷斯恒古骨伤愈合剂,克雷斯恒古骨伤愈合剂
沈阳东新硬脂酸红霉素片,沈阳东新硬脂酸红霉素片
迪沙药业盐酸二甲双胍片,迪沙药业盐酸二甲双胍片
陕西渭南华仁温胃舒胶囊,陕西渭南华仁温胃舒胶囊
南大药业注射用七叶皂苷钠,南大药业注射用七叶皂苷钠
北京中新二维葡醛内酯片,北京中新二维葡醛内酯片
远程健脑胶囊,远程健脑胶囊
白敬宇制药萘普生片,白敬宇制药萘普生片
山东康宁甲磺酸帕珠沙星氯化,山东康宁甲磺酸帕珠沙星氯化
金陵南京金陵螺内酯片,金陵南京金陵螺内酯片
同仁堂安宫牛黄丸,同仁堂安宫牛黄丸
康和醋酸泼尼松片,康和醋酸泼尼松片
山西太原维生素B1片,山西太原维生素B1片
海欣制药胞磷胆碱钠氯化钠注,海欣制药胞磷胆碱钠氯化钠注
瑞琪,瑞琪
九旭药业注射用腺苷钴胺,九旭药业注射用腺苷钴胺
武汉爱民制药注射用七叶皂苷,武汉爱民制药注射用七叶皂苷
大洋白癜风胶囊,大洋白癜风胶囊
山西振东泰盛胞磷胆碱钠葡萄,山西振东泰盛胞磷胆碱钠葡萄
广东恒健头孢氨苄胶囊,广东恒健头孢氨苄胶囊
佛山安宫牛黄丸,佛山安宫牛黄丸
吉祥春清脑降压片,吉祥春清脑降压片
英平药业降脂减肥片,英平药业降脂减肥片
烟台只楚地塞米松磷酸钠注射,烟台只楚地塞米松磷酸钠注射
浙江得恩德氧氟沙星片,浙江得恩德氧氟沙星片
天地欣,天地欣
黑龙江珍宝岛药业血塞通注射,黑龙江珍宝岛药业血塞通注射
哈药三精英美羟丙甲纤维素滴,哈药三精英美羟丙甲纤维素滴
无锡济民可信山禾托吡卡胺滴,无锡济民可信山禾托吡卡胺滴
显锋科技阿莫西林胶囊,显锋科技阿莫西林胶囊
贵州地道独一味软胶囊,贵州地道独一味软胶囊
清芝灵卵磷脂片,清芝灵卵磷脂片
吉林百姓堂四季三黄片,吉林百姓堂四季三黄片
域大,域大
三益新霉素氟轻松乳膏,三益新霉素氟轻松乳膏
陕西华西小儿生血糖浆,陕西华西小儿生血糖浆
海燕药业厄贝沙坦片,海燕药业厄贝沙坦片
贵州百灵维C银翘片,贵州百灵维C银翘片
哈药诺捷阿奇霉素分散片,哈药诺捷阿奇霉素分散片
安药速效牙痛宁酊,安药速效牙痛宁酊
国瑞药业注射用盐酸溴己新,国瑞药业注射用盐酸溴己新
博科富马酸酮替芬滴鼻液,博科富马酸酮替芬滴鼻液
天洋制药逍遥丸,天洋制药逍遥丸
灵泰药业头孢羟氨苄甲氧苄啶,灵泰药业头孢羟氨苄甲氧苄啶
江苏远恒氧氟沙星滴眼液,江苏远恒氧氟沙星滴眼液
天原药业利肝隆片,天原药业利肝隆片
如新乳宁片,如新乳宁片
左沙盐酸左氧氟沙星片,左沙盐酸左氧氟沙星片
扬子江药业注射用生长抑素,扬子江药业注射用生长抑素
成都一药氢溴酸山莨菪碱片,成都一药氢溴酸山莨菪碱片
托百士,托百士
武汉中联依托红霉素颗粒,武汉中联依托红霉素颗粒
鹏鹞药业盐酸吗啉胍片,鹏鹞药业盐酸吗啉胍片
芜湖康奇维生素K1注射液,芜湖康奇维生素K1注射液
依科制药复方丹参片,依科制药复方丹参片
克逗阿达帕林凝胶,克逗阿达帕林凝胶
会康双花草珊瑚含片,会康双花草珊瑚含片
宁芬,宁芬
云植舒心降脂片,云植舒心降脂片
沈阳东新胃痛丸,沈阳东新胃痛丸
大连华立金港碳酸氢钠注射液,大连华立金港碳酸氢钠注射液
石药阿莫西林颗粒,石药阿莫西林颗粒
上海凯茂注射用培美曲塞二钠,上海凯茂注射用培美曲塞二钠
全鸡小儿暖脐膏,全鸡小儿暖脐膏
吉林恒和维康枸橼酸钾颗粒,吉林恒和维康枸橼酸钾颗粒
白云山光华盐酸克林霉素胶囊,白云山光华盐酸克林霉素胶囊
瑞年前进制药螺内酯片,瑞年前进制药螺内酯片
立业新腺苷钴胺片,立业新腺苷钴胺片
中丹制药风油精,中丹制药风油精
上海禾丰盐酸罗哌卡因注射液,上海禾丰盐酸罗哌卡因注射液
普康药业头孢氨苄胶囊,普康药业头孢氨苄胶囊
常州康普醋酸地塞米松片,常州康普醋酸地塞米松片
山东方明氟康唑胶囊,山东方明氟康唑胶囊
世纪康血府逐瘀颗粒,世纪康血府逐瘀颗粒
鲁抗赛特肌苷片,鲁抗赛特肌苷片
修正药业保胎无忧片,修正药业保胎无忧片
欧迈,欧迈
白云山医药红霉素肠溶片,白云山医药红霉素肠溶片
舒夫林曲安奈德益康唑乳膏,舒夫林曲安奈德益康唑乳膏
德成制药硼酸软膏,德成制药硼酸软膏
海之元,海之元
贵州颐和小儿麻甘颗粒,贵州颐和小儿麻甘颗粒
三联药业盐酸氨溴索葡萄糖注,三联药业盐酸氨溴索葡萄糖注
亚邦强生药业吡喹酮片,亚邦强生药业吡喹酮片
浙江康恩贝尿素乳膏,浙江康恩贝尿素乳膏
莱安,莱安
当归龙荟胶囊,当归龙荟胶囊
快乐伙伴三维制霉素栓,快乐伙伴三维制霉素栓
黑龙江金九维生素E皇浆口服,黑龙江金九维生素E皇浆口服
河南蓝图制药马洛替酯片,河南蓝图制药马洛替酯片
广东莱达消炎利胆片,广东莱达消炎利胆片
静青吲哚美辛栓,静青吲哚美辛栓
广东环球氯芬黄敏片,广东环球氯芬黄敏片
思利巴,思利巴
兰州太宝天王补心丸,兰州太宝天王补心丸
吉林敖东延吉注射用核糖核酸,吉林敖东延吉注射用核糖核酸
普华克胜熊去氧胆酸片,普华克胜熊去氧胆酸片
江西银涛汉防己甲素注射液,江西银涛汉防己甲素注射液
广西万通生三七散,广西万通生三七散
片仔癀复方片仔癀痔疮软膏,片仔癀复方片仔癀痔疮软膏
江苏知原依诺沙星乳膏,江苏知原依诺沙星乳膏
昆明赛诺制药康复新液,昆明赛诺制药康复新液
星鲨制药维生素AD软胶囊,星鲨制药维生素AD软胶囊
盖雷,盖雷
华西制药消癌平糖浆,华西制药消癌平糖浆
盖诺真,盖诺真
德康制药清热消炎宁片,德康制药清热消炎宁片
鹏鹞药业宁心宝胶囊,鹏鹞药业宁心宝胶囊
上海卫材水杨酸苯酚贴膏,上海卫材水杨酸苯酚贴膏
老方红金消结胶囊,老方红金消结胶囊
999茵栀黄口服液,999茵栀黄口服液
华威药业硬脂酸红霉素片,华威药业硬脂酸红霉素片
福建古田磺胺甲噁唑片,福建古田磺胺甲噁唑片
安徽双科苄达赖氨酸滴眼液,安徽双科苄达赖氨酸滴眼液
上海普康盐酸二甲双胍缓释片,上海普康盐酸二甲双胍缓释片
云南金柯黄藤素片,云南金柯黄藤素片
桂林三金龙血竭胶囊,桂林三金龙血竭胶囊
珠江制药三维鱼肝油乳,珠江制药三维鱼肝油乳
顾华泰珍香胶囊,顾华泰珍香胶囊
吉春黄金轻身消胖丸,吉春黄金轻身消胖丸
同达药业乙酰螺旋霉素片,同达药业乙酰螺旋霉素片
茂祥制药复方环磷酰胺片,茂祥制药复方环磷酰胺片
华中药业维生素B6片,华中药业维生素B6片
尤尼灵,尤尼灵
长春天诚苦参碱氯化钠注射液,长春天诚苦参碱氯化钠注射液
开封明仁注射用氨磷汀,开封明仁注射用氨磷汀
傲群,傲群
吉林鹿王维生素B2片,吉林鹿王维生素B2片
新亚高邮地塞米松磷酸钠注射,新亚高邮地塞米松磷酸钠注射
哈药总厂醋酸甲萘氢醌片,哈药总厂醋酸甲萘氢醌片
华西制药小儿生血糖浆,华西制药小儿生血糖浆
西岳制药托西酸舒他西林胶囊,西岳制药托西酸舒他西林胶囊
国润制药维生素C片,国润制药维生素C片
海陵药业盐酸多沙普仑注射液,海陵药业盐酸多沙普仑注射液
兰州佛慈补中益气丸,兰州佛慈补中益气丸
内蒙古康源药业阿法骨化醇胶,内蒙古康源药业阿法骨化醇胶
晋城海斯盐酸利多卡因注射液,晋城海斯盐酸利多卡因注射液
启维,启维
蔚舒陈香露白露片,蔚舒陈香露白露片
力生制药烟酰胺片,力生制药烟酰胺片
杭州民生药业盐酸克林霉素胶,杭州民生药业盐酸克林霉素胶
广东恒健醋酸曲安奈德乳膏,广东恒健醋酸曲安奈德乳膏
上海通用药业红霉素眼膏,上海通用药业红霉素眼膏
益佳清,益佳清
红光制药碘化钾片,红光制药碘化钾片
汉堂生物制药小儿四维葡钙颗,汉堂生物制药小儿四维葡钙颗
亚宝药业阿司匹林肠溶片,亚宝药业阿司匹林肠溶片
北京长城制药金刚藤软胶囊,北京长城制药金刚藤软胶囊
华润双鹤白消安片,华润双鹤白消安片
长征富民金山右旋糖酐40葡,长征富民金山右旋糖酐40葡
北京曙光药业口服补液盐散,北京曙光药业口服补液盐散
天津亚宝利胆排石片,天津亚宝利胆排石片
吉林天强制药盐酸吗啉胍片,吉林天强制药盐酸吗啉胍片
双锐安夏枯草片,双锐安夏枯草片
敖东安神补脑液,敖东安神补脑液
山西云鹏制药谷维素片,山西云鹏制药谷维素片
托西尔康,托西尔康
保英,保英
鹏鹞抗癌平丸,鹏鹞抗癌平丸
吉林天光三七活血丸,吉林天光三七活血丸
华阳补中益气片,华阳补中益气片
爱络,爱络
风华维生素B2注射液,风华维生素B2注射液
桂林南药甲苯咪唑片,桂林南药甲苯咪唑片
倍兴,倍兴
岳阳同联药业乙酰螺旋霉素片,岳阳同联药业乙酰螺旋霉素片
纽兰药业利肺片,纽兰药业利肺片
南京新百眼氨肽注射液,南京新百眼氨肽注射液
石药欧意硝苯地平片,石药欧意硝苯地平片
亚太药业氯唑沙宗片,亚太药业氯唑沙宗片
利君制药盐酸米诺环素片,利君制药盐酸米诺环素片
漯河全威吡拉西坦葡萄糖注射,漯河全威吡拉西坦葡萄糖注射
武汉五景消旋山莨菪碱滴眼液,武汉五景消旋山莨菪碱滴眼液
天津力生制药碳酸氢钠片,天津力生制药碳酸氢钠片
杭州苏泊尔南洋药业卡托普利,杭州苏泊尔南洋药业卡托普利
8808聚维酮碘溶液,8808聚维酮碘溶液
绿金子药业四环素片,绿金子药业四环素片
天津中新白金丸,天津中新白金丸
海南葫芦娃注射用头孢呋辛钠,海南葫芦娃注射用头孢呋辛钠
国药一心注射用培美曲塞二钠,国药一心注射用培美曲塞二钠
盐酸丙哌维林片,盐酸丙哌维林片
根克通盐酸曲美他嗪片,根克通盐酸曲美他嗪片
三蕊维胺酯胶囊,三蕊维胺酯胶囊
天康药业化瘀祛斑胶囊,天康药业化瘀祛斑胶囊
珠海安生林旦乳膏,珠海安生林旦乳膏
阿林新阿莫西林分散片,阿林新阿莫西林分散片
广东益和堂排石颗粒,广东益和堂排石颗粒
信谊舒必利片,信谊舒必利片
金焦参芪健胃颗粒,金焦参芪健胃颗粒
葵花利胆排石片,葵花利胆排石片
华鑫药业宁心宝胶囊,华鑫药业宁心宝胶囊
益和堂益母草颗粒,益和堂益母草颗粒
甘南藏药抗骨质增生丸,甘南藏药抗骨质增生丸
林恒羟苯磺酸钙分散片,林恒羟苯磺酸钙分散片
杭州澳亚生物注射用更昔洛韦,杭州澳亚生物注射用更昔洛韦
广东华南红霉素肠溶片,广东华南红霉素肠溶片
鲁平盐酸胺碘酮片,鲁平盐酸胺碘酮片
明瑞制药阿昔洛韦片,明瑞制药阿昔洛韦片
太原药业曲克芦丁片,太原药业曲克芦丁片
华南药业复方血栓通软胶囊,华南药业复方血栓通软胶囊
迪沙药业福多司坦片,迪沙药业福多司坦片
神源消癌平片,神源消癌平片
石药控股集团河北唐威药业龙,石药控股集团河北唐威药业龙
上海新亚二巯丁二酸胶囊,上海新亚二巯丁二酸胶囊
吉林敖东力源肾复康片,吉林敖东力源肾复康片
四川迪菲特药业清咽片,四川迪菲特药业清咽片
吉林一正抗骨增生片,吉林一正抗骨增生片
广州珠江制药鱼肝油乳,广州珠江制药鱼肝油乳
苏州新宝注射用胰蛋白酶,苏州新宝注射用胰蛋白酶
中南制药氯氮平片,中南制药氯氮平片
辽宁海神苦参碱氯化钠注射液,辽宁海神苦参碱氯化钠注射液
修正复方金银花颗粒,修正复方金银花颗粒
万通景志安神口服液,万通景志安神口服液
华润紫竹米非司酮片,华润紫竹米非司酮片
拜科奇,拜科奇
长春长生基因注射用重组人干,长春长生基因注射用重组人干
展思门盐酸二甲双胍片,展思门盐酸二甲双胍片
安必丁,安必丁
河南科伦三磷酸腺苷二钠注射,河南科伦三磷酸腺苷二钠注射
康缘药业桂枝茯苓胶囊,康缘药业桂枝茯苓胶囊
辅仁药业甘露醇注射液,辅仁药业甘露醇注射液
上海衡山氨茶碱片,上海衡山氨茶碱片
盐酸利多卡因注射液,盐酸利多卡因注射液
太原振兴氨茶碱片,太原振兴氨茶碱片
武汉福星甲硝唑氯化钠注射液,武汉福星甲硝唑氯化钠注射液
陕西步长制药荣发胶囊,陕西步长制药荣发胶囊
通化金堂益气养血口服液,通化金堂益气养血口服液
四川升和替加氟注射液,四川升和替加氟注射液
莱恩药业呋塞米注射液,莱恩药业呋塞米注射液
西安天一秦昆葡萄糖氯化钠注,西安天一秦昆葡萄糖氯化钠注
