vid,name
瘀血积聚,瘀血积聚
中骨盆狭窄,中骨盆狭窄
新生儿全身水肿,新生儿全身水肿
急性宫颈炎,急性宫颈炎
脊椎僵直,脊椎僵直
情绪性高血压,情绪性高血压
尿中组织胺排泄增加,尿中组织胺排泄增加
血瘀体质,血瘀体质
体内水钠潴留,体内水钠潴留
肩胛带肌肉萎缩,肩胛带肌肉萎缩
指甲细长,指甲细长
脉搏脱漏,脉搏脱漏
层状鱼鳞癣,层状鱼鳞癣
肘部的肿胀压痛,肘部的肿胀压痛
歪鼻,歪鼻
小腿和踝关节周...,小腿和踝关节周...
颈性头痛,颈性头痛
结肠袋半月襞消失,结肠袋半月襞消失
雌激素不足,雌激素不足
发育性畸形,发育性畸形
阵挛-强直型,阵挛-强直型
腿脚抽筋,腿脚抽筋
伤口形成一个搏...,伤口形成一个搏...
痉挛性斜颈,痉挛性斜颈
指节增粗,指节增粗
胃扭转梗阻症状,胃扭转梗阻症状
胃扩张,胃扩张
肛门剧痛,肛门剧痛
口唇泛黑,口唇泛黑
血性渗液,血性渗液
尿中有较多尿卟啉,尿中有较多尿卟啉
先天性无阴道,先天性无阴道
重度精神发育迟滞,重度精神发育迟滞
弥漫性下腰痛,弥漫性下腰痛
头跳痛,头跳痛
蛛网膜粘连,蛛网膜粘连
长期使用糖皮质...,长期使用糖皮质...
产后手指痛,产后手指痛
梦游症,梦游症
耳轮发育不全,耳轮发育不全
肾火旺,肾火旺
喉头增大,喉头增大
感染性赘生物,感染性赘生物
口唇疱疹,口唇疱疹
龟头潮红,龟头潮红
面部一侧出汗另...,面部一侧出汗另...
牙列稀疏,牙列稀疏
肌张力减低,肌张力减低
代开明,代开明
对生活丧失兴趣,对生活丧失兴趣
绝经后子宫内膜增厚,绝经后子宫内膜增厚
要利琴,要利琴
热痰口臭,热痰口臭
面部蝶形红斑,面部蝶形红斑
瘀斑,瘀斑
牵引性头痛,牵引性头痛
间歇性血尿,间歇性血尿
脾肿大,脾肿大
肺血增多,肺血增多
心排血量减少,心排血量减少
乳腺发育不良,乳腺发育不良
梗噎,梗噎
剧烈疼痛,剧烈疼痛
肠绒毛萎缩,肠绒毛萎缩
进食困难,进食困难
雀斑,雀斑
脊髓出血,脊髓出血
肠蠕动减慢,肠蠕动减慢
先天性弓形体,先天性弓形体
无活动性结核病灶,无活动性结核病灶
肌肉挫伤,肌肉挫伤
粪便量少,粪便量少
颈椎间盘退变,颈椎间盘退变
不可克制的饮酒冲动,不可克制的饮酒冲动
电击样痛或刺痛的头痛,电击样痛或刺痛的头痛
儿童恐怖障碍,儿童恐怖障碍
足背部肿胀,足背部肿胀
食管重复,食管重复
浅表淋巴结进行性肿大,浅表淋巴结进行性肿大
肘关节不能屈曲,肘关节不能屈曲
脊突叩痛,脊突叩痛
指甲上有直线,指甲上有直线
细胞色素C氧化...,细胞色素C氧化...
言语自动症,言语自动症
氧分压低,氧分压低
骨骼表面向外突出,骨骼表面向外突出
产后头痛,产后头痛
胎盘大,胎盘大
面部白斑,面部白斑
气管和纵隔移位,气管和纵隔移位
青春期后无精液,青春期后无精液
便秘伴剧烈腹痛,便秘伴剧烈腹痛
餐后综合征,餐后综合征
子痫,子痫
心力衰竭,心力衰竭
手掌及足趾皮肤...,手掌及足趾皮肤...
呼吸减慢而不规则,呼吸减慢而不规则
虚火,虚火
眼底异常,眼底异常
口齿不清,口齿不清
下腹部反跳痛,下腹部反跳痛
尿道结石,尿道结石
鼻泪管阻塞,鼻泪管阻塞
指甲床发绀,指甲床发绀
剧烈运动后头晕,剧烈运动后头晕
尿常规异常,尿常规异常
肢体内翻,肢体内翻
婴儿睡觉不踏实,婴儿睡觉不踏实
听骨畸形,听骨畸形
烂眼边,烂眼边
手指淤血,手指淤血
掌趾皮肤黄色角化物,掌趾皮肤黄色角化物
咳嗽伴呼吸困难,咳嗽伴呼吸困难
室间隔缺损,室间隔缺损
睡眠麻痹,睡眠麻痹
子宫粘连,子宫粘连
牙齿神经痛,牙齿神经痛
雄激素过少,雄激素过少
睾丸微小,睾丸微小
指(趾)甲点状凹陷,指(趾)甲点状凹陷
胎盘母体面上有...,胎盘母体面上有...
咳嗽痰多,咳嗽痰多
老人行动迟缓,老人行动迟缓
结核中毒,结核中毒
四肢苔藓样变,四肢苔藓样变
身体“福态”,身体“福态”
精液少,精液少
头或颈部发胀及跳动感,头或颈部发胀及跳动感
消化道内毛石或...,消化道内毛石或...
乳头状肿物,乳头状肿物
眼底发现黄斑呈...,眼底发现黄斑呈...
感觉倒错,感觉倒错
指甲上起小细粒,指甲上起小细粒
小儿尿色发蓝,小儿尿色发蓝
抑郁,抑郁
腰肌痉挛,腰肌痉挛
眼胀,眼胀
炎性外痔,炎性外痔
脊柱弯曲,脊柱弯曲
数目较多的咖啡牛奶斑,数目较多的咖啡牛奶斑
囊性坏死,囊性坏死
反复感冒,反复感冒
面痛,面痛
经常说梦话,经常说梦话
瞳孔缘色素外翻,瞳孔缘色素外翻
面长耳大,面长耳大
髌骨缺失或发育不良,髌骨缺失或发育不良
儿童偏食,儿童偏食
中度或轻度头痛,中度或轻度头痛
面颊明显内陷,面颊明显内陷
四肢发冷,四肢发冷
心悸,心悸
弥漫性鼓音,弥漫性鼓音
肺动脉瓣区可听...,肺动脉瓣区可听...
静脉出血,静脉出血
痔出血,痔出血
咳嗽伴哮鸣音,咳嗽伴哮鸣音
尿无力,尿无力
鼓膜发红，耳后红肿,鼓膜发红，耳后红肿
牙齿遇冷热痛,牙齿遇冷热痛
新生儿气促,新生儿气促
眼外肌运动无力,眼外肌运动无力
膝关节软弱无力,膝关节软弱无力
口腔出血,口腔出血
体毛脱落,体毛脱落
新生儿脐部出血,新生儿脐部出血
息肉,息肉
泪腺汗腺及涎腺...,泪腺汗腺及涎腺...
肺动脉狭窄,肺动脉狭窄
热结节,热结节
腕征,腕征
吸吮反射消失,吸吮反射消失
控制不住的联想,控制不住的联想
痰多,痰多
模仿言语,模仿言语
捕蝇舌征,捕蝇舌征
胎心音消失（无...,胎心音消失（无...
被窃或疑病妄想,被窃或疑病妄想
扁桃体发炎,扁桃体发炎
肾上腺增生,肾上腺增生
肾脓肿,肾脓肿
汗毛过多,汗毛过多
反复高热,反复高热
酒精成瘾,酒精成瘾
肺淤血,肺淤血
呼吸音低,呼吸音低
衰老加快,衰老加快
腹壁静脉怒张,腹壁静脉怒张
牟连芳,牟连芳
鼻咽腔狭窄,鼻咽腔狭窄
低补体血症,低补体血症
舌头震颤,舌头震颤
大便色深,大便色深
上呼吸道卡他症状,上呼吸道卡他症状
咽痛,咽痛
肝大而硬,肝大而硬
猩红热样皮疹,猩红热样皮疹
骨盆痛,骨盆痛
炎性细胞浸润,炎性细胞浸润
胃石形成,胃石形成
胆囊体积缩小,胆囊体积缩小
突然出现剧烈的腰痛,突然出现剧烈的腰痛
耳廓癣,耳廓癣
病毒性腹泻,病毒性腹泻
大便黑色粘稠,大便黑色粘稠
紧箍咒一样头紧,紧箍咒一样头紧
呼吸音减弱,呼吸音减弱
进行性痴呆,进行性痴呆
下腹部压痛,下腹部压痛
膝前疼痛,膝前疼痛
嗳气时有腐败鸡...,嗳气时有腐败鸡...
排尿异物感,排尿异物感
冠状动脉栓塞,冠状动脉栓塞
流清涕,流清涕
脾胃湿热,脾胃湿热
脑衰弱综合征,脑衰弱综合征
旋转性眩晕,旋转性眩晕
胀痛,胀痛
胚胎发育慢,胚胎发育慢
拇外翻,拇外翻
肝脏病变弥漫,肝脏病变弥漫
考试综合症,考试综合症
心跳很乱,心跳很乱
指甲异常,指甲异常
钙化影,钙化影
睾丸增大和变硬,睾丸增大和变硬
无目的咀嚼舐唇,无目的咀嚼舐唇
非血性腹水,非血性腹水
难治性贫血,难治性贫血
逸搏出现,逸搏出现
股前内侧及小腿...,股前内侧及小腿...
浅眠,浅眠
佟新竹,佟新竹
刷牙时恶心,刷牙时恶心
肢体震颤,肢体震颤
心包积液体征,心包积液体征
珍珠丘疹,珍珠丘疹
钙化,钙化
员如玲,员如玲
睑结膜沙粒外观,睑结膜沙粒外观
眼前冒金花,眼前冒金花
腰大肌肿胀,腰大肌肿胀
阴茎瘙痒,阴茎瘙痒
运动耐力降低,运动耐力降低
肋骨痛,肋骨痛
头发分叉,头发分叉
眼部烧伤感,眼部烧伤感
颈动脉窦性晕厥,颈动脉窦性晕厥
脉数,脉数
多克隆型冷球蛋白血症,多克隆型冷球蛋白血症
颈髓硬膜外病变,颈髓硬膜外病变
角膜灼伤刮伤,角膜灼伤刮伤
肺动静脉瘘,肺动静脉瘘
新生儿脓漏眼,新生儿脓漏眼
牙根外露,牙根外露
瘤体坚硬,瘤体坚硬
内容难以听清的...,内容难以听清的...
手足肿胀,手足肿胀
腹围增大,腹围增大
打喷嚏时胸口疼,打喷嚏时胸口疼
“淡漠型”甲亢,“淡漠型”甲亢
囟门跳动,囟门跳动
腹痛伴休克,腹痛伴休克
孕妇气喘,孕妇气喘
疼痛弧征,疼痛弧征
肢体局部的皮肤...,肢体局部的皮肤...
粪类圆线虫病,粪类圆线虫病
脸色发黑,脸色发黑
中指半月甲呈粉红色,中指半月甲呈粉红色
胰酶分泌或排出量降低,胰酶分泌或排出量降低
鼻子红血丝,鼻子红血丝
间歇性失忆,间歇性失忆
压缩型骨折,压缩型骨折
血管炎,血管炎
胎盘前置,胎盘前置
外阴干涩,外阴干涩
角膜溃疡,角膜溃疡
早搏,早搏
灰白大便,灰白大便
大脑发育障碍,大脑发育障碍
种宗雷,种宗雷
前列腺素合成减少,前列腺素合成减少
意识朦胧状态,意识朦胧状态
病理性发笑和哭喊,病理性发笑和哭喊
大三阳,大三阳
呼吸不规则,呼吸不规则
心包内出血,心包内出血
咽喉干燥及灼热感,咽喉干燥及灼热感
唇干舌燥,唇干舌燥
烦热,烦热
伴皮膜粘膜出血,伴皮膜粘膜出血
呼吸道狭窄,呼吸道狭窄
股骨近侧端变宽,股骨近侧端变宽
足背动脉搏动消失,足背动脉搏动消失
脉率增快,脉率增快
胸膜休克,胸膜休克
痛性红舌,痛性红舌
乳房疼痛,乳房疼痛
脾功能亢进,脾功能亢进
口腔黏膜脱落,口腔黏膜脱落
下肢中枢性瘫痪,下肢中枢性瘫痪
婴儿睡觉惊跳,婴儿睡觉惊跳
忘性大,忘性大
嗜盐,嗜盐
腰酸背痛,腰酸背痛
颈性眩晕,颈性眩晕
掌骨和跖骨短,掌骨和跖骨短
脑穿通畸形,脑穿通畸形
喉头水肿,喉头水肿
视力常呈雾状模糊感,视力常呈雾状模糊感
失声,失声
妊娠后期水肿,妊娠后期水肿
烧伤后恶心与呕吐,烧伤后恶心与呕吐
先天性无子宫,先天性无子宫
尿道下裂,尿道下裂
肌肉出血,肌肉出血
手指或手臂部刺...,手指或手臂部刺...
网状青斑和坏疽,网状青斑和坏疽
喉头发紧,喉头发紧
完全流产,完全流产
唇水疱,唇水疱
伴高血压,伴高血压
咽部溃疡,咽部溃疡
运动腹痛,运动腹痛
男性性早熟,男性性早熟
Y-现象和菱形现象,Y-现象和菱形现象
情绪性哮喘,情绪性哮喘
朴玉顺,朴玉顺
脐带绕颈,脐带绕颈
胆囊壁毛糙,胆囊壁毛糙
多尿,多尿
腹部皮肤出现白...,腹部皮肤出现白...
尿淀粉酶升高,尿淀粉酶升高
精子异常,精子异常
脑膜刺激症状,脑膜刺激症状
药物性水肿,药物性水肿
神经失用,神经失用
肢体增长、增粗过度,肢体增长、增粗过度
鼻孔干疼,鼻孔干疼
肩胛骨突出,肩胛骨突出
耳流脓,耳流脓
小腿发胀,小腿发胀
手术创伤,手术创伤
行走后小腿肌肉痉挛,行走后小腿肌肉痉挛
癌性输尿管狭窄,癌性输尿管狭窄
短头畸形,短头畸形
胸腺缺如,胸腺缺如
口中有金属甜味,口中有金属甜味
剧烈眩晕，站立不稳,剧烈眩晕，站立不稳
虚胖,虚胖
肝阴虚,肝阴虚
远视屈光度数增加,远视屈光度数增加
纵隔囊肿,纵隔囊肿
挑剔嘴,挑剔嘴
超雄,超雄
产后小腹坠痛,产后小腹坠痛
舌咬伤,舌咬伤
淋巴道转移,淋巴道转移
回经,回经
尾骶部疼痛,尾骶部疼痛
脉搏短绌,脉搏短绌
胸腔疼痛,胸腔疼痛
上唇变薄,上唇变薄
腓肠肌痉挛性疼痛,腓肠肌痉挛性疼痛
踝关节肿胀,踝关节肿胀
扁桃体上有灰色膜,扁桃体上有灰色膜
突发性右上腹绞痛,突发性右上腹绞痛
孕中期腹痛,孕中期腹痛
巨登伟,巨登伟
脑实质深部出血,脑实质深部出血
胸椎侧弯,胸椎侧弯
齿龈炎,齿龈炎
消瘦严重者呈”...,消瘦严重者呈”...
骶髂部剧烈疼痛,骶髂部剧烈疼痛
灾难反应,灾难反应
非对称性紧张性颈反射,非对称性紧张性颈反射
读小字和辨色困难,读小字和辨色困难
四肢近端肌肉和...,四肢近端肌肉和...
中指指甲凹陷,中指指甲凹陷
婴儿说话晚,婴儿说话晚
Todd瘫痪（...,Todd瘫痪（...
口腔黏膜黄豆大...,口腔黏膜黄豆大...
夜间盗汗,夜间盗汗
睡觉时小腿抽筋,睡觉时小腿抽筋
持续性咳嗽,持续性咳嗽
肩带肌、上肢和...,肩带肌、上肢和...
婴儿喂养困难,婴儿喂养困难
功能性震颤,功能性震颤
肠鸣音消失,肠鸣音消失
肝积水,肝积水
心肌冬眠现象,心肌冬眠现象
喂食困难,喂食困难
阴囊瘙痒,阴囊瘙痒
光过敏,光过敏
踝及足麻木和有灼痛感,踝及足麻木和有灼痛感
口咽异物,口咽异物
咯血伴胸痛,咯血伴胸痛
青少年膝痛,青少年膝痛
受凉头疼,受凉头疼
掌骨指数及指骨...,掌骨指数及指骨...
去质状态,去质状态
孤立肾,孤立肾
肾乳头及肾盂出血,肾乳头及肾盂出血
硬化,硬化
门静脉血流郁滞,门静脉血流郁滞
食管黏膜呈管型剥脱,食管黏膜呈管型剥脱
胸锁乳突肌附着处压痛,胸锁乳突肌附着处压痛
三叉神经一二支...,三叉神经一二支...
非凹陷黏液水肿,非凹陷黏液水肿
一侧胸廓塌陷,一侧胸廓塌陷
牙齿咬合无力,牙齿咬合无力
肢端易发生不易...,肢端易发生不易...
体型异常,体型异常
骶尾椎融合,骶尾椎融合
下肢肿胀和乏力,下肢肿胀和乏力
上半身热刺激性多汗,上半身热刺激性多汗
妊娠期胸痛,妊娠期胸痛
打呼噜,打呼噜
噩梦,噩梦
交叉注视,交叉注视
颈椎增生,颈椎增生
神经根激惹症状,神经根激惹症状
肝功能受损,肝功能受损
脸部疼痛,脸部疼痛
膀胱功能障碍,膀胱功能障碍
胎儿心动过缓,胎儿心动过缓
脉压差低,脉压差低
牙齿数目过剩,牙齿数目过剩
甲状腺激素偏高,甲状腺激素偏高
肺门增宽,肺门增宽
库欣综合征,库欣综合征
脱症,脱症
新生儿期癫痫持续状态,新生儿期癫痫持续状态
面容失认,面容失认
声音嘶哑,声音嘶哑
盆腔包块,盆腔包块
新生儿贫血,新生儿贫血
酒精过敏,酒精过敏
鼻中隔向一侧或...,鼻中隔向一侧或...
耳垂里有硬疙瘩,耳垂里有硬疙瘩
社交恐惧,社交恐惧
停止排气,停止排气
生长过快,生长过快
静脉血氧饱和度...,静脉血氧饱和度...
鼻子糜烂,鼻子糜烂
表情恐惧症,表情恐惧症
淋巴结退化,淋巴结退化
病理性REM睡眠,病理性REM睡眠
消化不良,消化不良
溃疡分泌物恶臭,溃疡分泌物恶臭
唇干裂,唇干裂
妊娠时皮肤皱褶...,妊娠时皮肤皱褶...
异食癖,异食癖
脚痒,脚痒
淀粉样蛋白沉积,淀粉样蛋白沉积
免疫缺陷,免疫缺陷
保密,保密
自觉汗臭,自觉汗臭
钩骨附近的压痛,钩骨附近的压痛
出生后“四凹征”,出生后“四凹征”
胃镜下表现出广...,胃镜下表现出广...
眼球上翻并固定,眼球上翻并固定
网状色素沉着斑,网状色素沉着斑
无月经来潮,无月经来潮
兰甜甜,兰甜甜
会阴部撕裂感,会阴部撕裂感
喉咙痒,喉咙痒
心脏排血受阻,心脏排血受阻
虚热口臭,虚热口臭
子宫性闭经,子宫性闭经
肾异位伴随输尿管异位,肾异位伴随输尿管异位
头发枯黄稀疏,头发枯黄稀疏
腰椎椎管狭窄,腰椎椎管狭窄
血性恶露,血性恶露
小阴唇及前庭也...,小阴唇及前庭也...
颅内头痛,颅内头痛
海藻糖酶缺乏,海藻糖酶缺乏
意识模糊,意识模糊
核黄疸,核黄疸
无胡须,无胡须
龟头溃疡,龟头溃疡
内踝下区域疼痛肿胀,内踝下区域疼痛肿胀
下鼻甲或中鼻甲肥大,下鼻甲或中鼻甲肥大
与脉搏相一致的...,与脉搏相一致的...
手指冻肿,手指冻肿
维生素B族缺乏,维生素B族缺乏
口有溴味及咸味,口有溴味及咸味
脾大,脾大
阴盛阳虚,阴盛阳虚
胸大肌外侧缘处...,胸大肌外侧缘处...
斑秃,斑秃
肺火,肺火
眼底改变,眼底改变
足趾痛,足趾痛
毒性表现,毒性表现
阿司匹林过敏,阿司匹林过敏
进行性肝缩小,进行性肝缩小
腋窝有异味,腋窝有异味
囟门闭合晚,囟门闭合晚
躯体化障碍,躯体化障碍
口唇皲裂,口唇皲裂
废用性弱视,废用性弱视
性兴趣减退感,性兴趣减退感
表演型人格障碍,表演型人格障碍
露阴癖,露阴癖
胸锁乳突肌肿大,胸锁乳突肌肿大
长脉,长脉
眼缺陷,眼缺陷
心包炎,心包炎
脚冻伤,脚冻伤
椎前旁软组织肿...,椎前旁软组织肿...
产后便血,产后便血
官爵银,官爵银
冻疮,冻疮
内毒素血症,内毒素血症
神经伤,神经伤
舌位于口腔底不能外伸,舌位于口腔底不能外伸
颈部僵硬,颈部僵硬
腰膝酸软,腰膝酸软
盗汗,盗汗
无晶状体眼,无晶状体眼
手腕在大拇指侧的疼痛,手腕在大拇指侧的疼痛
髋关节积液,髋关节积液
点状痤疮,点状痤疮
胎盘钙化,胎盘钙化
性发育慢,性发育慢
饮水呛咳,饮水呛咳
十二指肠高度扩张,十二指肠高度扩张
鼻小柱缺损,鼻小柱缺损
足的放射性疼痛,足的放射性疼痛
血栓后综合征,血栓后综合征
近视散光,近视散光
下肢麻木,下肢麻木
肺间质纤维化,肺间质纤维化
局部压痛,局部压痛
内脏性肥胖,内脏性肥胖
死产,死产
妊娠期间甲亢,妊娠期间甲亢
带血性分泌物,带血性分泌物
小儿的异嗜症状,小儿的异嗜症状
骨质疏松,骨质疏松
四肢屈侧出现橘...,四肢屈侧出现橘...
下肢振动觉和位...,下肢振动觉和位...
足趾发凉怕冷，...,足趾发凉怕冷，...
食管痉挛,食管痉挛
口吃,口吃
神经纤维过度生长,神经纤维过度生长
特征性趾端大片状脱皮,特征性趾端大片状脱皮
胆管梗阻,胆管梗阻
指甲呈扁平形,指甲呈扁平形
视野缩小,视野缩小
挖耳出血,挖耳出血
球后视神经炎,球后视神经炎
大便成颗粒,大便成颗粒
阴唇肥大,阴唇肥大
鼻粘膜溃疡,鼻粘膜溃疡
发作性不自主运动,发作性不自主运动
伤口结疤,伤口结疤
脐周皮肤青紫色斑,脐周皮肤青紫色斑
男性化,男性化
测试,测试
婴儿痉挛症,婴儿痉挛症
努嘴伸舌,努嘴伸舌
牙痛,牙痛
胃肠气胀,胃肠气胀
临产后俯屈不良,临产后俯屈不良
外阴起疙瘩,外阴起疙瘩
踝关节屈曲挛缩畸形,踝关节屈曲挛缩畸形
静脉曲张性溃疡,静脉曲张性溃疡
肋痛,肋痛
风寒咳嗽,风寒咳嗽
产后便秘,产后便秘
升主动脉根部环状缩窄,升主动脉根部环状缩窄
垂体功能紊乱,垂体功能紊乱
足不能跖屈和内翻,足不能跖屈和内翻
蓖麻子便中常见...,蓖麻子便中常见...
腋部掌心出汗,腋部掌心出汗
巨阴症,巨阴症
脐轮红肿,脐轮红肿
缩瞳、眼睑下垂...,缩瞳、眼睑下垂...
黏液脓性痰,黏液脓性痰
口腔粘膜色素沉着,口腔粘膜色素沉着
角膜上点状暗灰色混浊,角膜上点状暗灰色混浊
脓包型痘痘,脓包型痘痘
耳源性破伤风,耳源性破伤风
输卵管肿大,输卵管肿大
肠道吸收水分增加,肠道吸收水分增加
脑细胞脱水,脑细胞脱水
膀胱结核,膀胱结核
四肢肌张力增强,四肢肌张力增强
咳血,咳血
女性型肥胖,女性型肥胖
垂腕,垂腕
发热伴出血,发热伴出血
骶骨处持续性疼痛,骶骨处持续性疼痛
肩胛骨酸痛,肩胛骨酸痛
胃肠功能不良,胃肠功能不良
粒细胞增多,粒细胞增多
局部头痛,局部头痛
肘外侧肿痛及功能障碍,肘外侧肿痛及功能障碍
继发性视神经萎缩,继发性视神经萎缩
发热伴有皮疹,发热伴有皮疹
尿道内口呈漏斗样改变,尿道内口呈漏斗样改变
睡行症,睡行症
持续性腰痛伴有晨僵,持续性腰痛伴有晨僵
口粘腻,口粘腻
胆红素升高,胆红素升高
颊部脂肪消失呈...,颊部脂肪消失呈...
纵隔浊音界扩大,纵隔浊音界扩大
膝关节疼痛,膝关节疼痛
新陈代谢低下,新陈代谢低下
迟脉,迟脉
咽鼓管堵塞,咽鼓管堵塞
环咽部运动障碍,环咽部运动障碍
心音低钝,心音低钝
下肢久立时出现...,下肢久立时出现...
腹胀,腹胀
产褥期躁狂状态,产褥期躁狂状态
巨大颅骨缺损,巨大颅骨缺损
脐带过短,脐带过短
下肢外展,下肢外展
胸壁塌陷,胸壁塌陷
注意力缺乏多动症,注意力缺乏多动症
大便异常,大便异常
腰部缓慢增大的软肿块,腰部缓慢增大的软肿块
血小板减少性紫癜,血小板减少性紫癜
手小形方,手小形方
气上沖心,气上沖心
胆红素钙结石,胆红素钙结石
重度痛,重度痛
肺部可闻及干湿...,肺部可闻及干湿...
肾上腺中毒,肾上腺中毒
食物误入气道,食物误入气道
喉部痉挛,喉部痉挛
婴儿脊柱侧凸,婴儿脊柱侧凸
失音,失音
血液呈现浓缩,血液呈现浓缩
反射性呕吐,反射性呕吐
角弓反张位,角弓反张位
骨赘大量增生,骨赘大量增生
肛门有黑色肿块脱出,肛门有黑色肿块脱出
指鼻不准,指鼻不准
真菌感染,真菌感染
外斜A征,外斜A征
出现喉结,出现喉结
呈泡沫样有腥臭味稀便,呈泡沫样有腥臭味稀便
低钠血症,低钠血症
来鑫,来鑫
食欲下降,食欲下降
血管神经性水肿,血管神经性水肿
大动脉错位,大动脉错位
大疱（含脓性液体）,大疱（含脓性液体）
慢性湿疹样变,慢性湿疹样变
软骨内骨化,软骨内骨化
喉结增大,喉结增大
乳糖耐受不良,乳糖耐受不良
子宫小,子宫小
淋巴结肿大,淋巴结肿大
食管闭锁,食管闭锁
眼压升高,眼压升高
胫骨疼痛,胫骨疼痛
人格改变,人格改变
持物不稳,持物不稳
眼睛上火,眼睛上火
乳晕发黑,乳晕发黑
记忆受损,记忆受损
亓红菲,亓红菲
轻度中毒,轻度中毒
头皮不规则裂口,头皮不规则裂口
乳晕深部可扪及肿块,乳晕深部可扪及肿块
阴茎样尿道,阴茎样尿道
门脉高压,门脉高压
胃壁增厚,胃壁增厚
阴囊脱皮,阴囊脱皮
耳围凹陷,耳围凹陷
甲状腺结节,甲状腺结节
耳内疼痛,耳内疼痛
老化松弛性眼袋,老化松弛性眼袋
烧伤后口渴,烧伤后口渴
多疑,多疑
纤毛结构缺陷,纤毛结构缺陷
烧心,烧心
眼肌瘫痪,眼肌瘫痪
阴部皮肤潮红,阴部皮肤潮红
足畸形,足畸形
鼻粘膜干燥发痒,鼻粘膜干燥发痒
口苦,口苦
肝肾阳虚,肝肾阳虚
注视快速运动的...,注视快速运动的...
脱水热,脱水热
血小板减少,血小板减少
指（趾）麻木,指（趾）麻木
乳头瘙痒,乳头瘙痒
孕妇小腹痛,孕妇小腹痛
喘息,喘息
颈内动脉创伤性血栓,颈内动脉创伤性血栓
门体侧支循环的形成,门体侧支循环的形成
继发性肥胖,继发性肥胖
呼吸困难,呼吸困难
眼球突出,眼球突出
牙龈痒胀,牙龈痒胀
面肌无力,面肌无力
泌尿道狭窄,泌尿道狭窄
拳状手畸形,拳状手畸形
胰腺功能不足,胰腺功能不足
脐周阵发性绞痛,脐周阵发性绞痛
鼻甲肥大,鼻甲肥大
液气胸,液气胸
“多音律”心音,“多音律”心音
臀中肌麻痹步态,臀中肌麻痹步态
弥漫性脐周疼痛,弥漫性脐周疼痛
摇头转颈,摇头转颈
鼻前庭囊肿,鼻前庭囊肿
局部皮肤变紧,局部皮肤变紧
内出血,内出血
肘管综合征,肘管综合征
下颌角外翻,下颌角外翻
胎儿宫内发育迟缓,胎儿宫内发育迟缓
乳糜胸,乳糜胸
骨刺形成,骨刺形成
偏盲偏身感觉障碍,偏盲偏身感觉障碍
前斜角肌肥厚痉挛,前斜角肌肥厚痉挛
脓毒性血症或多...,脓毒性血症或多...
大转子叩痛,大转子叩痛
右腹痛,右腹痛
骨无菌性坏死,骨无菌性坏死
虹膜根部离断,虹膜根部离断
牙龈痛,牙龈痛
肾上腺转移,肾上腺转移
Q角异常,Q角异常
面部皮肤有结节状增生,面部皮肤有结节状增生
嗜红细胞综合征,嗜红细胞综合征
状颅皮,状颅皮
髋关节痛,髋关节痛
川字纹,川字纹
肺受累,肺受累
动脉血氧饱和度降低,动脉血氧饱和度降低
鳞屑样痂皮,鳞屑样痂皮
新生儿震颤,新生儿震颤
假菊形团结构,假菊形团结构
四肢电击感,四肢电击感
痢疾样大便,痢疾样大便
膀胱膨隆,膀胱膨隆
复视,复视
上肢突然出现肿胀酸痛,上肢突然出现肿胀酸痛
蛔虫性肠梗阻,蛔虫性肠梗阻
鼻甲肿胀,鼻甲肿胀
心电图异常,心电图异常
腿外侧质软、半...,腿外侧质软、半...
颅内压增高,颅内压增高
蜕膜反应,蜕膜反应
主动脉和肺动脉影偏小,主动脉和肺动脉影偏小
甲身凹沟,甲身凹沟
病理性黄疸,病理性黄疸
口唇干燥,口唇干燥
下肢拖曳步态,下肢拖曳步态
膝内翻膝外翻或髋内翻,膝内翻膝外翻或髋内翻
外阴压痛,外阴压痛
眼底无红光反射,眼底无红光反射
脑灰质异常,脑灰质异常
肾小管重吸收障碍,肾小管重吸收障碍
肌肉神经痛,肌肉神经痛
角膜脱落,角膜脱落
镜面舌,镜面舌
腕部疼痛,腕部疼痛
子宫穿孔,子宫穿孔
眼部胀痛,眼部胀痛
岳晗,岳晗
鼻分泌物增多,鼻分泌物增多
膀胱容量的减少,膀胱容量的减少
收缩期和舒张期杂音,收缩期和舒张期杂音
肾区钝痛,肾区钝痛
肾盏结石,肾盏结石
眉弓囊肿,眉弓囊肿
额部疼痛,额部疼痛
肿瘤钙化,肿瘤钙化
神经官能症状,神经官能症状
神经性头痛,神经性头痛
坐立不安,坐立不安
移动性浊音,移动性浊音
痴笑,痴笑
夜间磨牙,夜间磨牙
尿液有油,尿液有油
毒物致肝损害,毒物致肝损害
卵巢增大,卵巢增大
豆纹动脉闭塞,豆纹动脉闭塞
尿赤,尿赤
无羞惭感,无羞惭感
腱或腱止点处增...,腱或腱止点处增...
轩存旺,轩存旺
椎间隙变化,椎间隙变化
结核杆菌血行播散,结核杆菌血行播散
下肢呈剪刀步态,下肢呈剪刀步态
手指甲有白色斑点,手指甲有白色斑点
耳内闭塞感,耳内闭塞感
厌奶,厌奶
脊神经压迫,脊神经压迫
瞳子高,瞳子高
肢端发绀,肢端发绀
醛固酮分泌增多,醛固酮分泌增多
糖尿病足部病变,糖尿病足部病变
龟头红点,龟头红点
风湿性多发性肌痛症,风湿性多发性肌痛症
湿脚气,湿脚气
幽门肿块,幽门肿块
丘疹,丘疹
黑色鼻涕,黑色鼻涕
耳冻伤,耳冻伤
眼裂歪斜,眼裂歪斜
