vid,name
硫酸卡那霉素滴眼液,硫酸卡那霉素滴眼液
天草颗粒,天草颗粒
感冒清热颗粒,感冒清热颗粒
牛痘疫苗接种家兔炎症皮肤提取物片,牛痘疫苗接种家兔炎症皮肤提取物片
注射用依那西普,注射用依那西普
丹郁骨康丸,丹郁骨康丸
谷氨酸片,谷氨酸片
健脑胶囊,健脑胶囊
轻身消胖丸,轻身消胖丸
舒筋通络颗粒,舒筋通络颗粒
黄体酮胶囊,黄体酮胶囊
清脑降压片,清脑降压片
盐酸洛美沙星胶囊,盐酸洛美沙星胶囊
奥美拉唑镁肠溶片,奥美拉唑镁肠溶片
非普拉宗片,非普拉宗片
复方倍氯米松樟脑乳膏,复方倍氯米松樟脑乳膏
硫酸氨基葡萄糖胶囊,硫酸氨基葡萄糖胶囊
紫杉醇注射液,紫杉醇注射液
血栓通注射液,血栓通注射液
水牛角浓缩粉,水牛角浓缩粉
龟甲胶,龟甲胶
新生化颗粒,新生化颗粒
奥沙拉秦钠胶囊,奥沙拉秦钠胶囊
血府逐瘀片,血府逐瘀片
珍香胶囊,珍香胶囊
盐酸异可利定片,盐酸异可利定片
核黄素磷酸钠注射液,核黄素磷酸钠注射液
琥珀消石颗粒,琥珀消石颗粒
辛伐他汀片,辛伐他汀片
强阳保肾丸,强阳保肾丸
感冒灵颗粒,感冒灵颗粒
促肝细胞生长素注射液,促肝细胞生长素注射液
伤痛酊,伤痛酊
甲钴胺胶囊,甲钴胺胶囊
益康胶囊,益康胶囊
海马巴戟胶囊,海马巴戟胶囊
产妇安胶囊,产妇安胶囊
埃希,埃希
舒心宁片,舒心宁片
前列安通胶囊,前列安通胶囊
腰痛片,腰痛片
藿阳补肾胶囊,藿阳补肾胶囊
枯草杆菌二联活菌肠溶胶囊,枯草杆菌二联活菌肠溶胶囊
宁心益智胶囊,宁心益智胶囊
维生素B6片,维生素B6片
复方阿胶补血膏,复方阿胶补血膏
酚咖片,酚咖片
氢化可的松注射液,氢化可的松注射液
武力拔寒散,武力拔寒散
地塞米松磷酸钠滴眼液,地塞米松磷酸钠滴眼液
金刚藤糖浆,金刚藤糖浆
尼群地平片,尼群地平片
复方独活吲哚美辛胶囊,复方独活吲哚美辛胶囊
血宁胶囊,血宁胶囊
莪术油注射液,莪术油注射液
转移因子胶囊,转移因子胶囊
注射用盐酸丁卡因,注射用盐酸丁卡因
金龙胶囊,金龙胶囊
肿节风分散片,肿节风分散片
复方杜仲健骨颗粒,复方杜仲健骨颗粒
颠茄片,颠茄片
梅苏颗粒,梅苏颗粒
肠炎宁颗粒,肠炎宁颗粒
独一味颗粒,独一味颗粒
奥沙普秦肠溶片,奥沙普秦肠溶片
通脉降脂片,通脉降脂片
枸橼酸钙片,枸橼酸钙片
吲达帕胺滴丸,吲达帕胺滴丸
心荣颗粒,心荣颗粒
楼莲胶囊,楼莲胶囊
人参归脾丸,人参归脾丸
桂枝茯苓丸,桂枝茯苓丸
妇科止带胶囊,妇科止带胶囊
龙鹿胶囊,龙鹿胶囊
盐酸曲美他嗪片,盐酸曲美他嗪片
丁酸氯倍他松乳膏,丁酸氯倍他松乳膏
茴香橘核丸,茴香橘核丸
假单胞菌,假单胞菌
硫化钠薄荷脑溶液,硫化钠薄荷脑溶液
环孢素软胶囊,环孢素软胶囊
注射用奥拉西坦,注射用奥拉西坦
益视颗粒,益视颗粒
甲磺酸酚妥拉明分散片,甲磺酸酚妥拉明分散片
前列欣胶囊,前列欣胶囊
九味熄风颗粒,九味熄风颗粒
注射用生长抑素,注射用生长抑素
盐酸氨溴索口服溶液,盐酸氨溴索口服溶液
救急散,救急散
维C银翘片,维C银翘片
白花蛇舌草注射液,白花蛇舌草注射液
橘红痰咳颗粒,橘红痰咳颗粒
止渴养阴胶囊,止渴养阴胶囊
胃蛋白酶颗粒,胃蛋白酶颗粒
甲硝唑口腔粘贴片,甲硝唑口腔粘贴片
盐酸海索那林片,盐酸海索那林片
复方乙酰水杨酸片,复方乙酰水杨酸片
天麻眩晕宁合剂,天麻眩晕宁合剂
盐酸普萘洛尔片盐酸地尔硫,盐酸普萘洛尔片盐酸地尔硫
肾炎康复片,肾炎康复片
复方二氯醋酸二异丙胺片,复方二氯醋酸二异丙胺片
丙硫异烟胺肠溶片,丙硫异烟胺肠溶片
注射用盐酸吡柔比星,注射用盐酸吡柔比星
胃复春片,胃复春片
克林霉素甲硝唑搽剂,克林霉素甲硝唑搽剂
乳块消颗粒,乳块消颗粒
参志胶囊,参志胶囊
蒲地蓝消炎胶囊,蒲地蓝消炎胶囊
硫酸亚铁片,硫酸亚铁片
盐酸硫必利片,盐酸硫必利片
脑蛋白水解物片,脑蛋白水解物片
硫酸软骨素片,硫酸软骨素片
苍苓止泻口服液,苍苓止泻口服液
盐酸特比萘芬溶液,盐酸特比萘芬溶液
酒石酸托特罗定胶囊,酒石酸托特罗定胶囊
阿莫西林克拉维酸钾片,阿莫西林克拉维酸钾片
痔疮外洗药,痔疮外洗药
单唾液酸四己糖神经节苷脂钠注射液,单唾液酸四己糖神经节苷脂钠注射液
头孢呋辛酯颗粒,头孢呋辛酯颗粒
甲芬那酸片,甲芬那酸片
注射用青霉素钾,注射用青霉素钾
甲磺酸倍他司汀片,甲磺酸倍他司汀片
醋酸氟轻松冰片乳膏,醋酸氟轻松冰片乳膏
甲氨蝶呤注射液,甲氨蝶呤注射液
微达康颗粒,微达康颗粒
牙痛停滴丸,牙痛停滴丸
小儿肺炎散,小儿肺炎散
黄体酮胶丸,黄体酮胶丸
三余神曲,三余神曲
复方菠萝蛋白酶肠溶片,复方菠萝蛋白酶肠溶片
注射用烟酸占替诺,注射用烟酸占替诺
小儿腹泻宁糖浆,小儿腹泻宁糖浆
铝碳酸镁片,铝碳酸镁片
牛磺酸颗粒,牛磺酸颗粒
盐酸多奈哌齐口腔崩解片,盐酸多奈哌齐口腔崩解片
前列舒乐胶囊,前列舒乐胶囊
人纤维蛋白原,人纤维蛋白原
咪唑斯汀缓释片,咪唑斯汀缓释片
炎立消胶囊,炎立消胶囊
双氯芬酸钠滴眼液,双氯芬酸钠滴眼液
宫颈癌栓,宫颈癌栓
斧标驱风油,斧标驱风油
盐酸多西环素胶囊,盐酸多西环素胶囊
冠脉康片,冠脉康片
盐酸奥布卡因凝胶,盐酸奥布卡因凝胶
福多司坦胶囊,福多司坦胶囊
六合维生素丸,六合维生素丸
TP-MCT,TP-MCT
保济丸,保济丸
多维元素片(21),多维元素片(21)
双红活血胶囊,双红活血胶囊
伏格列波糖片,伏格列波糖片
枸橼酸铋钾颗粒,枸橼酸铋钾颗粒
布洛芬凝胶,布洛芬凝胶
咳特灵胶囊,咳特灵胶囊
软脉灵口服液,软脉灵口服液
益肝灵片,益肝灵片
环磷腺苷葡胺注射液,环磷腺苷葡胺注射液
活血止痛胶囊,活血止痛胶囊
复方氨酚烷胺胶囊,复方氨酚烷胺胶囊
匹多莫德片,匹多莫德片
四味脾胃舒片,四味脾胃舒片
清热散结胶囊,清热散结胶囊
玄麦甘桔颗粒,玄麦甘桔颗粒
草乌甲素片,草乌甲素片
巴特日七味丸,巴特日七味丸
匹多莫德口服溶液,匹多莫德口服溶液
双唑泰阴道泡腾片,双唑泰阴道泡腾片
Ⅰ,Ⅰ
硫辛酸注射液,硫辛酸注射液
曲咪新乳膏,曲咪新乳膏
氯氮平片,氯氮平片
金药膏,金药膏
重酒石酸去甲肾上腺素注射液,重酒石酸去甲肾上腺素注射液
维生素E烟酸酯胶囊,维生素E烟酸酯胶囊
换骨丸,换骨丸
注射用盐酸多西环素,注射用盐酸多西环素
参苓健脾胃颗粒,参苓健脾胃颗粒
阿胶牡蛎口服液,阿胶牡蛎口服液
参松养心胶囊,参松养心胶囊
羟苯磺酸钙分散片,羟苯磺酸钙分散片
盐酸多巴酚丁胺葡萄糖注射液,盐酸多巴酚丁胺葡萄糖注射液
盐酸文拉法辛缓释胶囊,盐酸文拉法辛缓释胶囊
肌醇烟酸酯片,肌醇烟酸酯片
注射用硝卡芥,注射用硝卡芥
硫酸氢氯吡格雷片,硫酸氢氯吡格雷片
酞丁安搽剂,酞丁安搽剂
胶体酒石酸铋胶囊,胶体酒石酸铋胶囊
鱼石脂软膏,鱼石脂软膏
注射用盐酸罗哌卡因,注射用盐酸罗哌卡因
兰索拉唑片,兰索拉唑片
田七痛经胶囊,田七痛经胶囊
托吡卡胺滴眼液,托吡卡胺滴眼液
125Ala,125Ala
耳聋通窍丸,耳聋通窍丸
脑力静胶囊,脑力静胶囊
乙酰唑胺片,乙酰唑胺片
片仔癀胶囊,片仔癀胶囊
金砂五淋丸,金砂五淋丸
百蕊片,百蕊片
注射用腺苷钴胺,注射用腺苷钴胺
右旋糖酐铁注射液,右旋糖酐铁注射液
替比夫定片,替比夫定片
15AA,15AA
复方雪胆呋喃唑酮胶囊,复方雪胆呋喃唑酮胶囊
枸橼酸氯米芬片,枸橼酸氯米芬片
头孢羟氨苄甲氧苄啶胶囊,头孢羟氨苄甲氧苄啶胶囊
丁苯羟酸乳膏,丁苯羟酸乳膏
小儿四维葡钙颗粒,小儿四维葡钙颗粒
琥乙红霉素咀嚼片,琥乙红霉素咀嚼片
抗病毒口服液,抗病毒口服液
门冬氨酸钾镁片,门冬氨酸钾镁片
甘露醇注射液,甘露醇注射液
烟酸肌醇酯片,烟酸肌醇酯片
肾康注射液,肾康注射液
复方铝酸铋片,复方铝酸铋片
维生素AD滴剂(胶囊型),维生素AD滴剂(胶囊型)
强筋健骨胶囊,强筋健骨胶囊
甲硝唑注射液,甲硝唑注射液
利福平胶囊,利福平胶囊
复方碳酸钙泡腾颗粒,复方碳酸钙泡腾颗粒
氟哌啶醇注射液,氟哌啶醇注射液
硝酸异山梨酯片,硝酸异山梨酯片
金蚧片,金蚧片
清眩片,清眩片
双氯芬酸钠缓释胶囊,双氯芬酸钠缓释胶囊
上清胶囊,上清胶囊
维胺酯胶囊,维胺酯胶囊
马来酸氟伏沙明片,马来酸氟伏沙明片
盐酸舍曲林胶囊,盐酸舍曲林胶囊
盐酸氨溴索胶囊,盐酸氨溴索胶囊
复方利血平片,复方利血平片
贞芪扶正颗粒,贞芪扶正颗粒
培坤丸,培坤丸
短棒状杆菌制剂,短棒状杆菌制剂
舒筋活血片,舒筋活血片
茶碱缓释片,茶碱缓释片
复方硝酸溶液,复方硝酸溶液
注射用鲑鱼降钙素,注射用鲑鱼降钙素
乳康丸,乳康丸
参附脱毒胶囊,参附脱毒胶囊
盐酸左氧氟沙星氯化钠注射液,盐酸左氧氟沙星氯化钠注射液
盐酸舍曲林分散片,盐酸舍曲林分散片
硼酸软膏,硼酸软膏
蒲地蓝消炎口服液,蒲地蓝消炎口服液
潞党参膏滋,潞党参膏滋
盐酸硫必利注射液,盐酸硫必利注射液
马应龙麝香痔疮膏,马应龙麝香痔疮膏
脱氧核苷酸钠片,脱氧核苷酸钠片
盐酸洛美沙星分散片,盐酸洛美沙星分散片
痔疮胶囊,痔疮胶囊
盐酸特比萘芬乳膏,盐酸特比萘芬乳膏
乙肝扶正胶囊,乙肝扶正胶囊
盐酸肾上腺素注射液,盐酸肾上腺素注射液
黄杨宁片,黄杨宁片
碘化钾片,碘化钾片
止泻颗粒,止泻颗粒
晕可平颗粒,晕可平颗粒
丹红化瘀口服液,丹红化瘀口服液
寒痹停片,寒痹停片
原百仙妇炎清栓,原百仙妇炎清栓
桃红清血丸,桃红清血丸
盐酸乙胺丁醇片,盐酸乙胺丁醇片
替米沙坦片,替米沙坦片
香菇多糖片,香菇多糖片
己酮可可碱氯化钠注射液,己酮可可碱氯化钠注射液
碳酸锂缓释片,碳酸锂缓释片
胆石利通片,胆石利通片
脱氧核苷酸钠注射液,脱氧核苷酸钠注射液
心欣舒胶囊,心欣舒胶囊
众生片,众生片
铝碳酸镁咀嚼片,铝碳酸镁咀嚼片
复方甘菊利多卡因凝胶,复方甘菊利多卡因凝胶
氟康唑颗粒,氟康唑颗粒
调经养颜片,调经养颜片
碘化油咀嚼片,碘化油咀嚼片
氨咖黄敏胶囊,氨咖黄敏胶囊
氨溴特罗口服溶液,氨溴特罗口服溶液
当归养血口服液,当归养血口服液
泻痢消片,泻痢消片
妇炎康分散片,妇炎康分散片
盐酸屈他维林片,盐酸屈他维林片
益肾液,益肾液
尿塞通片,尿塞通片
鱼肝油酸钠注射液,鱼肝油酸钠注射液
盐酸特拉唑嗪胶囊,盐酸特拉唑嗪胶囊
波生坦片,波生坦片
妇炎平阴道泡腾片,妇炎平阴道泡腾片
胆石清片,胆石清片
金明和胃胶囊,金明和胃胶囊
当飞利肝宁片,当飞利肝宁片
川贝清肺糖浆,川贝清肺糖浆
阿米卡星滴眼液,阿米卡星滴眼液
八味锡类散,八味锡类散
安胎益母丸,安胎益母丸
阴痒康洗剂,阴痒康洗剂
双氯芬酸钠凝胶,双氯芬酸钠凝胶
鲑鱼降钙素喷鼻剂,鲑鱼降钙素喷鼻剂
肝素钠乳膏,肝素钠乳膏
硅炭银片,硅炭银片
胆香鼻炎片,胆香鼻炎片
阿法骨化醇胶囊,阿法骨化醇胶囊
麝香抗栓胶囊,麝香抗栓胶囊
臌症丸,臌症丸
噻托溴铵粉雾剂,噻托溴铵粉雾剂
羟苯磺酸钙片,羟苯磺酸钙片
化积口服液,化积口服液
健脾补血片,健脾补血片
胃灵颗粒,胃灵颗粒
盐酸特比萘芬凝胶,盐酸特比萘芬凝胶
甲磺酸二氢麦角碱缓释胶囊,甲磺酸二氢麦角碱缓释胶囊
抗痨颗粒,抗痨颗粒
六味防脱生发酊,六味防脱生发酊
大株红景天片,大株红景天片
千喜片,千喜片
茵山莲颗粒,茵山莲颗粒
更昔洛韦滴眼液,更昔洛韦滴眼液
小儿敷脐止泻散,小儿敷脐止泻散
益母草膏,益母草膏
茴三硫片,茴三硫片
右美沙芬缓释混悬液,右美沙芬缓释混悬液
肥儿丸,肥儿丸
托伐普坦片,托伐普坦片
樟脑磺酸钠注射液,樟脑磺酸钠注射液
复方四环素泼尼松膜,复方四环素泼尼松膜
盐酸丙卡特罗片,盐酸丙卡特罗片
琥珀酸索利那新片,琥珀酸索利那新片
蒲公英颗粒,蒲公英颗粒
头孢泊肟酯片,头孢泊肟酯片
阿昔洛韦胶囊,阿昔洛韦胶囊
暖宫孕子丸,暖宫孕子丸
赖诺普利片,赖诺普利片
去铁酮片,去铁酮片
盐酸布比卡因注射液,盐酸布比卡因注射液
参倍固肠胶囊,参倍固肠胶囊
克拉霉素缓释片,克拉霉素缓释片
盐酸可乐定滴丸,盐酸可乐定滴丸
对乙酰氨基酚颗粒,对乙酰氨基酚颗粒
灵仙跌打片,灵仙跌打片
壳脂胶囊,壳脂胶囊
盐酸左布诺洛尔滴眼液,盐酸左布诺洛尔滴眼液
小儿咳喘灵颗粒,小儿咳喘灵颗粒
脉络宁注射液,脉络宁注射液
复方甘草酸单铵S氯化钠注射液,复方甘草酸单铵S氯化钠注射液
鲨肝醇片,鲨肝醇片
藿香正气水,藿香正气水
注射用头孢尼西钠,注射用头孢尼西钠
复方金钱草颗粒,复方金钱草颗粒
注射用两性霉素B,注射用两性霉素B
多烯磷脂酰胆碱胶囊,多烯磷脂酰胆碱胶囊
小儿生血糖浆,小儿生血糖浆
三黄珍珠膏,三黄珍珠膏
磺胺醋酰钠滴眼液,磺胺醋酰钠滴眼液
薄芝糖肽注射液,薄芝糖肽注射液
前列舒丸,前列舒丸
氯氮平口腔崩解片,氯氮平口腔崩解片
阿奇霉素软胶囊,阿奇霉素软胶囊
氨茶碱缓释片,氨茶碱缓释片
致康胶囊,致康胶囊
复方驱虫斑鸠菊丸,复方驱虫斑鸠菊丸
复方牙痛宁搽剂,复方牙痛宁搽剂
西地碘含片,西地碘含片
血塞通片,血塞通片
姜黄消痤搽剂,姜黄消痤搽剂
马应龙八宝眼膏,马应龙八宝眼膏
肝毒净颗粒,肝毒净颗粒
日晒防治膏,日晒防治膏
礞石滚痰丸,礞石滚痰丸
注射用核糖核酸Ⅱ,注射用核糖核酸Ⅱ
富马酸依美斯汀缓释胶囊,富马酸依美斯汀缓释胶囊
罗红霉素颗粒,罗红霉素颗粒
天麻胶囊,天麻胶囊
兰索拉唑肠溶片,兰索拉唑肠溶片
乙胺嘧啶片,乙胺嘧啶片
复方鱼腥草合剂,复方鱼腥草合剂
千柏鼻炎片,千柏鼻炎片
阿伐斯汀胶囊,阿伐斯汀胶囊
调元大补二十五味汤散,调元大补二十五味汤散
布美他尼片,布美他尼片
小柴胡颗粒,小柴胡颗粒
胃乐新胶囊,胃乐新胶囊
冰黄肤乐软膏,冰黄肤乐软膏
三维B片,三维B片
制霉素阴道栓,制霉素阴道栓
利巴韦林分散片,利巴韦林分散片
解郁安神片,解郁安神片
孕康口服液,孕康口服液
他卡西醇软膏,他卡西醇软膏
细辛脑胶囊,细辛脑胶囊
复方丁香开胃贴,复方丁香开胃贴
黄芩素铝胶囊,黄芩素铝胶囊
恩替卡韦片,恩替卡韦片
单唾液酸四己糖神经节苷脂钠盐注射液,单唾液酸四己糖神经节苷脂钠盐注射液
鼻窦炎口服液,鼻窦炎口服液
芪麝丸,芪麝丸
醋酸曲安奈德尿素软膏,醋酸曲安奈德尿素软膏
甲紫溶液,甲紫溶液
注射用头孢美唑钠,注射用头孢美唑钠
氯沙坦钾片,氯沙坦钾片
阿昔莫司胶囊,阿昔莫司胶囊
茵栀黄软胶囊,茵栀黄软胶囊
醋酸泼尼松片,醋酸泼尼松片
升提胶囊,升提胶囊
尼洛替尼胶囊,尼洛替尼胶囊
注射用甲磺酸帕珠沙星,注射用甲磺酸帕珠沙星
亚砷酸氯化钠注射液,亚砷酸氯化钠注射液
盐酸乙哌立松片,盐酸乙哌立松片
乙酰麦迪霉素干混悬剂,乙酰麦迪霉素干混悬剂
大蒜素胶囊,大蒜素胶囊
左羟丙哌嗪分散片,左羟丙哌嗪分散片
婴儿保肺宁,婴儿保肺宁
汉防己甲素注射液,汉防己甲素注射液
盐酸丁氯喘片,盐酸丁氯喘片
复方丹参滴丸,复方丹参滴丸
两性霉素B阴道泡腾片,两性霉素B阴道泡腾片
盐酸丁卡因注射液,盐酸丁卡因注射液
注射用丁二磺酸腺苷蛋氨酸,注射用丁二磺酸腺苷蛋氨酸
清胰利胆颗粒,清胰利胆颗粒
追风药酒,追风药酒
芪蛭降糖片,芪蛭降糖片
奥硝唑氯化钠注射液,奥硝唑氯化钠注射液
石淋通颗粒,石淋通颗粒
景天祛斑片,景天祛斑片
妇炎净片,妇炎净片
冠通片,冠通片
硝酸咪康唑乳膏,硝酸咪康唑乳膏
护肝宁片,护肝宁片
吐泻肚痛胶囊,吐泻肚痛胶囊
甘草锌胶囊,甘草锌胶囊
头孢氨苄颗粒,头孢氨苄颗粒
脑血康胶囊,脑血康胶囊
门冬氨酸钙口服溶液,门冬氨酸钙口服溶液
卡马西平胶囊,卡马西平胶囊
复方盐酸阿替卡因注射液,复方盐酸阿替卡因注射液
裸花紫珠片,裸花紫珠片
咪唑立宾片,咪唑立宾片
注射用氨甲环酸,注射用氨甲环酸
卡铂注射液,卡铂注射液
脑络通胶囊,脑络通胶囊
丹曲林钠胶囊,丹曲林钠胶囊
盐酸克林霉素棕榈酸酯颗粒,盐酸克林霉素棕榈酸酯颗粒
阿昔洛韦分散片,阿昔洛韦分散片
肝爽颗粒,肝爽颗粒
妇科养荣丸,妇科养荣丸
乳癖消胶囊,乳癖消胶囊
金蝉止痒胶囊,金蝉止痒胶囊
健儿糖浆,健儿糖浆
鼻渊片,鼻渊片
替硝唑胶囊,替硝唑胶囊
参三七伤药胶囊,参三七伤药胶囊
小儿清解颗粒,小儿清解颗粒
双唑泰泡腾片,双唑泰泡腾片
吡拉西坦颗粒,吡拉西坦颗粒
丹参胶囊,丹参胶囊
吡罗昔康胶囊,吡罗昔康胶囊
槐耳颗粒,槐耳颗粒
孕三烯酮胶囊,孕三烯酮胶囊
舒腹贴膏,舒腹贴膏
TP,TP
再造生血片,再造生血片
五味安神颗粒,五味安神颗粒
对乙酰氨基酚片,对乙酰氨基酚片
甲亢灵胶囊,甲亢灵胶囊
来氟米特片,来氟米特片
复方黄藤洗液,复方黄藤洗液
裸花紫珠胶囊,裸花紫珠胶囊
聚甲酚磺醛溶液,聚甲酚磺醛溶液
复方黄松湿巾,复方黄松湿巾
胶囊型,胶囊型
补肾强身片,补肾强身片
枸橼酸钾缓释片,枸橼酸钾缓释片
退障眼膏,退障眼膏
尼莫地平缓释胶囊,尼莫地平缓释胶囊
盐酸班布特罗胶囊,盐酸班布特罗胶囊
西沙必利片,西沙必利片
妥布霉素眼膏,妥布霉素眼膏
卵磷脂片,卵磷脂片
莫匹罗星软膏,莫匹罗星软膏
盐酸伐昔洛韦胶囊,盐酸伐昔洛韦胶囊
维磷糖浆,维磷糖浆
维生素C钠胶囊,维生素C钠胶囊
乌洛托品溶液,乌洛托品溶液
吡罗昔康软膏,吡罗昔康软膏
盐酸索他洛尔片,盐酸索他洛尔片
盐酸胺碘酮胶囊,盐酸胺碘酮胶囊
醋酸曲普瑞林注射液,醋酸曲普瑞林注射液
氨甲环酸氯化钠注射液,氨甲环酸氯化钠注射液
七十味珍珠丸,七十味珍珠丸
消白软膏,消白软膏
利巴韦林含片,利巴韦林含片
小儿至宝丸,小儿至宝丸
右旋布洛芬片,右旋布洛芬片
克拉霉素分散片,克拉霉素分散片
清肺十八味丸,清肺十八味丸
氟伐他汀钠胶囊,氟伐他汀钠胶囊
复方氟尿嘧啶口服溶液,复方氟尿嘧啶口服溶液
心脑健片,心脑健片
感冒咳嗽颗粒,感冒咳嗽颗粒
去甲斑蝥素片,去甲斑蝥素片
注射用胸腺肽,注射用胸腺肽
阿胶补血膏,阿胶补血膏
白癜风丸,白癜风丸
复方丁香罗勒口服混悬液,复方丁香罗勒口服混悬液
尿清舒颗粒,尿清舒颗粒
倍他胡萝卜素胶囊,倍他胡萝卜素胶囊
重组人干扰素α2а栓,重组人干扰素α2а栓
化瘀固精合剂,化瘀固精合剂
大月晶丸,大月晶丸
阿胶益寿口服液,阿胶益寿口服液
小儿止咳糖浆,小儿止咳糖浆
紫花烧伤膏,紫花烧伤膏
非那雄胺片,非那雄胺片
注射用奈达铂,注射用奈达铂
注射用血凝酶,注射用血凝酶
金骨莲片,金骨莲片
醋酸氯己定痔疮栓,醋酸氯己定痔疮栓
螺旋霉素胶囊,螺旋霉素胶囊
注射用硫酸头孢匹罗,注射用硫酸头孢匹罗
齐墩果酸片,齐墩果酸片
注射用重组人绒促性素,注射用重组人绒促性素
盐酸舍曲林片,盐酸舍曲林片
盐酸伊曲康唑胶囊,盐酸伊曲康唑胶囊
盐酸洛美沙星滴眼液,盐酸洛美沙星滴眼液
苏孜阿甫片,苏孜阿甫片
胃肠宁颗粒,胃肠宁颗粒
芪苈强心胶囊,芪苈强心胶囊
珍熊胆丸,珍熊胆丸
枸橼酸钾颗粒,枸橼酸钾颗粒
葡萄糖酸钙含片,葡萄糖酸钙含片
硫酸软骨素滴眼液,硫酸软骨素滴眼液
健身全鹿丸,健身全鹿丸
胰激肽原酶肠溶片,胰激肽原酶肠溶片
甲钴胺片,甲钴胺片
气血和胶囊,气血和胶囊
鹤蟾片,鹤蟾片
坤宝丸,坤宝丸
生精胶囊,生精胶囊
麻黄止嗽丸,麻黄止嗽丸
妥布霉素滴眼液,妥布霉素滴眼液
连翘败毒片,连翘败毒片
注射用卡络磺钠,注射用卡络磺钠
骨炎灵片,骨炎灵片
乙肝清热解毒胶囊,乙肝清热解毒胶囊
遗尿停胶囊,遗尿停胶囊
葡萄糖酸氯己定软膏,葡萄糖酸氯己定软膏
注射用盐酸表柔比星,注射用盐酸表柔比星
安络化纤丸,安络化纤丸
柏子养心丸,柏子养心丸
一清颗粒,一清颗粒
知柏地黄丸,知柏地黄丸
大山楂颗粒,大山楂颗粒
盐酸二氧丙嗪片,盐酸二氧丙嗪片
清肺抑火片,清肺抑火片
盐酸可乐定片,盐酸可乐定片
高锰酸钾外用片,高锰酸钾外用片
马来酸氟吡汀胶囊,马来酸氟吡汀胶囊
聚卡波非钙片,聚卡波非钙片
保胎灵胶囊,保胎灵胶囊
加味逍遥胶囊,加味逍遥胶囊
磺胺嘧啶片,磺胺嘧啶片
源吉林甘和茶,源吉林甘和茶
氢化可的松片,氢化可的松片
利巴韦林颗粒,利巴韦林颗粒
康力欣胶囊,康力欣胶囊
红花逍遥颗粒,红花逍遥颗粒
排毒清脂片,排毒清脂片
注射用异环磷酰胺,注射用异环磷酰胺
注射用乌司他丁,注射用乌司他丁
芪葛颗粒,芪葛颗粒
白蚀丸,白蚀丸
消炎镇痛膏,消炎镇痛膏
金甲排石胶囊,金甲排石胶囊
滑膜炎颗粒,滑膜炎颗粒
人凝血酶原复合物,人凝血酶原复合物
葡萄糖酸锌口服溶液,葡萄糖酸锌口服溶液
羟丙甲纤维素滴眼液,羟丙甲纤维素滴眼液
硫酸链霉素注射液,硫酸链霉素注射液
硫酸阿托品片,硫酸阿托品片
益脉康分散片,益脉康分散片
降糖胶囊,降糖胶囊
尼可刹米注射液,尼可刹米注射液
产后康膏,产后康膏
五海瘿瘤丸,五海瘿瘤丸
顽癣净,顽癣净
复方黄连素片,复方黄连素片
乳疾灵颗粒,乳疾灵颗粒
赖氨酸磷酸氢钙颗粒,赖氨酸磷酸氢钙颗粒
盐酸伐昔洛韦缓释片,盐酸伐昔洛韦缓释片
甲泼尼龙片,甲泼尼龙片
壮腰健肾丸,壮腰健肾丸
盐酸特比萘芬片,盐酸特比萘芬片
四维他胶囊,四维他胶囊
硫酸镁葡萄糖注射液,硫酸镁葡萄糖注射液
宁坤丸,宁坤丸
甘油醇溶液,甘油醇溶液
丙戊酸镁片,丙戊酸镁片
"注射用1,6-二磷酸果糖","注射用1,6-二磷酸果糖"
银芩胶囊,银芩胶囊
红霉素肠溶胶囊,红霉素肠溶胶囊
司莫司汀胶囊,司莫司汀胶囊
消朦片,消朦片
活血壮筋胶囊,活血壮筋胶囊
甘露聚糖肽注射液,甘露聚糖肽注射液
右旋布洛芬口服混悬液,右旋布洛芬口服混悬液
芪珍胶囊,芪珍胶囊
氯霉素注射液,氯霉素注射液
注射用磷霉素钠,注射用磷霉素钠
复方血栓通滴丸,复方血栓通滴丸
伤湿祛痛膏,伤湿祛痛膏
肝维康片,肝维康片
安替可胶囊,安替可胶囊
金泽冠心胶囊,金泽冠心胶囊
二巯丁二酸胶囊,二巯丁二酸胶囊
法可林滴眼液,法可林滴眼液
叶绿素铜钠片,叶绿素铜钠片
磷酸奥司他韦胶囊,磷酸奥司他韦胶囊
胆宁片,胆宁片
胰酶肠溶胶囊,胰酶肠溶胶囊
麻仁丸,麻仁丸
盐酸赛洛唑啉鼻用喷雾剂,盐酸赛洛唑啉鼻用喷雾剂
利胆排石片,利胆排石片
柏栀祛湿喷雾剂,柏栀祛湿喷雾剂
维肝福泰片,维肝福泰片
美沙拉秦缓释颗粒剂,美沙拉秦缓释颗粒剂
荣心丸,荣心丸
法莫替丁胶囊,法莫替丁胶囊
氧氟沙星滴耳液,氧氟沙星滴耳液
苯酰甲硝唑胶囊,苯酰甲硝唑胶囊
祖师麻片,祖师麻片
桃红清血片,桃红清血片
注射用盐酸头孢甲肟,注射用盐酸头孢甲肟
康尔心胶囊,康尔心胶囊
柘木糖浆,柘木糖浆
氯霉素滴眼液,氯霉素滴眼液
维生素D2片,维生素D2片
利巴韦林气雾剂,利巴韦林气雾剂
丙酸氯倍他索乳膏,丙酸氯倍他索乳膏
吡拉西坦胶囊,吡拉西坦胶囊
红金消结胶囊,红金消结胶囊
富马酸亚铁颗粒,富马酸亚铁颗粒
消瘀康片,消瘀康片
塞克硝唑片,塞克硝唑片
肿节风片,肿节风片
