vid,name
对症治疗，,对症治疗，
放射治疗,放射治疗
手术治疗。,手术治疗。
现场心肺复苏,现场心肺复苏
根据病情，给予口服药物，补液纠正脱水剂酸中毒及对症支持等综合治疗,根据病情，给予口服药物，补液纠正脱水剂酸中毒及对症支持等综合治疗
药物治疗改善心功能,药物治疗改善心功能
对症处理,对症处理
抗过敏药物治疗为主，辅以中药治疗,抗过敏药物治疗为主，辅以中药治疗
介入放射治疗,介入放射治疗
基础疾病治疗及支持性治疗,基础疾病治疗及支持性治疗
手术治疗，化疗、免疫治疗,手术治疗，化疗、免疫治疗
局部治疗,局部治疗
、介入治疗、中医中药治疗、,、介入治疗、中医中药治疗、
改善认知功能,改善认知功能
，对症治疗，支持治疗，手术治疗,，对症治疗，支持治疗，手术治疗
为主，出现并发症需要手术治疗,为主，出现并发症需要手术治疗
药物治疗如黏膜保护剂、抑酸剂，出血严重时可行内镜下钛铗止血,药物治疗如黏膜保护剂、抑酸剂，出血严重时可行内镜下钛铗止血
以化疗为主的疾病,以化疗为主的疾病
全身化疗,全身化疗
手术减压治疗,手术减压治疗
支架植入,支架植入
药物治疗，低脂饮食，运动。,药物治疗，低脂饮食，运动。
无需治疗,无需治疗
急性化脓性中耳炎药物治疗为主，慢性化脓性中耳炎可手术治疗,急性化脓性中耳炎药物治疗为主，慢性化脓性中耳炎可手术治疗
激光电凝,激光电凝
经皮冠脉介入治疗，冠脉搭桥治疗,经皮冠脉介入治疗，冠脉搭桥治疗
角膜交联术,角膜交联术
大多患者无特殊治疗方法，主要为对症疗法,大多患者无特殊治疗方法，主要为对症疗法
教育,教育
支持性治疗及饮食治疗,支持性治疗及饮食治疗
糖皮质激素,糖皮质激素
透析治疗,透析治疗
局部封闭,局部封闭
药物保守治疗,药物保守治疗
戒烟加药物治疗,戒烟加药物治疗
物理疗法,物理疗法
手术、激光,手术、激光
减肥、改变生活习惯、氧疗、手术、药物、人工机械通气,减肥、改变生活习惯、氧疗、手术、药物、人工机械通气
支持治疗康复治疗,支持治疗康复治疗
大剂量青霉素治疗、手术治疗,大剂量青霉素治疗、手术治疗
依据囊肿部位、大小、临床症状严重程度、身体状况择期手术,依据囊肿部位、大小、临床症状严重程度、身体状况择期手术
对症支持治疗、联合化疗、免疫治疗、造血干细胞移植、细胞因子治疗、去甲基化治疗、诱导分化及促凋亡治疗,对症支持治疗、联合化疗、免疫治疗、造血干细胞移植、细胞因子治疗、去甲基化治疗、诱导分化及促凋亡治疗
支架,支架
抗生素治疗,抗生素治疗
无水乙醇介入治疗,无水乙醇介入治疗
手术切除为主,手术切除为主
手术治疗，激素替代治疗,手术治疗，激素替代治疗
加放疗,加放疗
电视胸腔镜微创治疗,电视胸腔镜微创治疗
祛痰药物治疗,祛痰药物治疗
干细胞移植治疗,干细胞移植治疗
原发病治疗,原发病治疗
立体定向放射治疗,立体定向放射治疗
药物治疗，玻璃体腔注射抗新生血管药物治疗,药物治疗，玻璃体腔注射抗新生血管药物治疗
超声洁治或者刮治,超声洁治或者刮治
手术复位治疗,手术复位治疗
其他治疗,其他治疗
康复治疗中医中药,康复治疗中医中药
"外科手术(微血管减压),射频,伽玛刀","外科手术(微血管减压),射频,伽玛刀"
药物综合治疗如补液、抑酶、抑酸、抗感染、营养支持等，发生严重并发症需手术治疗,药物综合治疗如补液、抑酶、抑酸、抗感染、营养支持等，发生严重并发症需手术治疗
对症治疗，支持治疗,对症治疗，支持治疗
化疗为主，加用放疗,化疗为主，加用放疗
如果没有引起肾积水或腰部不适，不需要治疗，定期复查即可。如出现症状，建议腹腔镜下手术开窗,如果没有引起肾积水或腰部不适，不需要治疗，定期复查即可。如出现症状，建议腹腔镜下手术开窗
手术治疗(脑起搏器植入),手术治疗(脑起搏器植入)
支持治疗，抗菌素治疗,支持治疗，抗菌素治疗
肝移植治疗,肝移植治疗
中西医结合药物治疗,中西医结合药物治疗
微创腔镜下交通支静脉结扎,微创腔镜下交通支静脉结扎
支持性治疗，对症治疗,支持性治疗，对症治疗
抗感染及止咳平喘等对症及支持治疗,抗感染及止咳平喘等对症及支持治疗
对症治疗，心理治疗,对症治疗，心理治疗
药物治疗，支持性治疗,药物治疗，支持性治疗
及时补充血容量，积极治疗原发病，药物治疗,及时补充血容量，积极治疗原发病，药物治疗
对症治疗为主,对症治疗为主
认知功能康复治疗,认知功能康复治疗
，手术治疗，,，手术治疗，
康复治疗，激素替代治疗等,康复治疗，激素替代治疗等
骨盆整复中药外敷,骨盆整复中药外敷
药物治疗抗感染治疗,药物治疗抗感染治疗
支持性治疗，,支持性治疗，
自我调整,自我调整
